questionid,author,question,options,answer,concept
6300202,陳奕儒,我們知道透過觀察可以來模仿個人或是團體的行為，兩者的出現往往相輔相成，但也不盡然會一同出現。下列何者並不屬於社會學習論中所定義的楷模學習(模仿學習)？,"1.小武看到崇拜的偶像團體在電視上表演了一段帥氣的舞蹈後，從此對這塊領域產生了興趣。喜歡嘗試的他，總是會上網找尋各種不同舞步的影片來自我練習，對舞蹈的熱忱也逐漸加深,    2.小青發現身邊許多同學都會化妝，讓她非常憧憬。無奈對於這領域完全沒有接觸，也不知道該向誰請教才好。有次她偶然發現網路上有些人會分享化妝的教學影片，於是選了幾個來觀看，循著影片步驟的同時她也努力吸收,    3.學校請了一位校友回來與同學分享自己的人生經驗。小文聽完後覺得深受感動，決定好好向他看齊。之後，他也確實效法了其正面積極的態度，只希望距離他的理想可以越趨靠近一點,    4.期末考後，班上充斥著吵鬧及喧囂。但在同學們發現教室前頭站了一位陌生的老師後，大部分的人都收斂起放肆並安靜了下來，而另一群正開心聊著電玩的男生，突然發現教室內只剩下他們在聊天，尷尬之下也趕緊噤聲,    ",4,替代學習、楷模學習
6300203,陳奕儒,班度拉將觀察學習分為四個階段。下列何者屬於「再生階段」？,"1.老師應盡可能地贏得學生的注意，引起其學習動機,    2.老師示範完希望讓學生模仿的行為後，讓學生練習,    3.老師對於學生表現給予讚美，以期其行為獲得增強,    4.老師評量學生此行為表現，並根據優劣來給予成績,    ",0,題意需要再更清楚些
6300204,陳奕儒,老師將班上同學分成許多小組來作進行遊戲競賽，最後獲勝的組別將獲得小點心，而每個組別內都分別有著程度較優與較劣的學生。請問下列敘述何者錯誤？,"1.同儕的能力應差不多位在彼此的近側發展區內，所以此合作學習的孩童們應該可以互相成為彼此的楷模，並從互相接觸與幫助的過程中，一起學習和進步,    2.能力較佳的小安常協助能力稍差的小寧，完成較複雜的問題任務。在此過程中，小寧將會由此鷹架行為中學習，但小安卻無法從此過程中受益，因此這部分應該還需要作改善,    3.小寧原先不明白某一問題的代表意義，但在經過小安的解釋後，她感覺自己學習到了新知識，因此默默將小安所講過的話又暗自複誦了幾遍。這種自言自語是一種放聲思考,    4.負責領導組員的小希在遊戲過程中對大家說：「我們目前是得到最多分的！只要再答對幾題，我們就能得到好吃的點心了！」這是一種自我增強的具體展現,    ",2,近側發展區、楷模學習
6300205,陳奕儒,"★ 商鞅變法是歷史上有名的變法圖強，其改革措施使秦國經濟發達、軍事強大，奠定秦始皇統一中國的基礎。在推行變法初期，商鞅怕百姓不信新法，於是把一根三丈高的木頭豎立在南門前，並張貼公告：若有人能把這根木頭搬到北門，就懸賞十金。百姓只覺奇怪，並沒有人敢嘗試。於是商鞅又下令把賞銀加至五十金，後來真的有人把木頭從南門搬到北門去，商鞅也履行諾言，把五十金賞給此人。這件事很快就傳遍了整個秦國。老百姓知道商鞅說到做到，都不敢懷疑他頒佈的新法令，商鞅變法也得以順利推行。
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 
故事中變法得以順利推行的原因，是因為百姓們從某人搬木並如實獲得賞金的經歷，得知商鞅會言出必行，因此大家都安分守法。下列選項中，何者與上述內容使用的是同一種心理學概念？","1.課堂上老師詳細說明一段歷史上的重要紀事，並強調他會在這部分抽內容，出題在小考測驗中，提醒同學們必須記熟並了解前因後果的連貫性,    2.老師將學生帶至附近的歷史紀念公園，稍微介紹完建設的背景及相關史事後，就讓學生們以自己的腳步及眼光，去細細地品味這些歷史的痕跡,    3.課堂上老師給大家閱讀童話大師安徒生所創作的童話。並介紹到其中醜小鴨變天鵝的故事，正如同他從過往的刻苦坎坷，最終走至輝煌創作之途的一篇人生自傳,    4.在課堂上老師給大家閱讀龜兔賽跑的故事，孩子們從故事中領會到，若是像兔子那樣太驕矜自滿於當下的成就而因此怠惰，最終可能會換來輸掉整場比賽的下場,    ",3,楷模學習、替代學習
6300301,陳奕儒,"以下何者並非「古典制約」的生活實例？
","1.某些汽車廣告內容經常搭配令人感動的音樂或親情故事，或是當一間公司想要推銷新車時，會請模特兒來宣傳代言，以增加買氣,    2.訓練員先教導動物做出某些動作，並在其成功達成時給予食物獎勵，之後只要訓練員下指令，牠們就會乖巧做出對應的動作,    3.小華有一次在學校附近的便利超商買了杯咖啡，結果發票竟然中了2000元，從此每當他想喝咖啡時都會選擇到這間超商購買,    4.夜深人靜時，獨自一人走在無人又陰暗的小巷中，若突然出現陌生的腳步聲向自己靠近，會不由得心跳加速，感到恐懼害怕,    ",0,超過一個答案
6300302,陳奕儒,以下關於增強的敘述，何者錯誤？,"1.學生答對問題後馬上獲得分數，即是一種立即增強的例子。因為獎勵立即，效果會較延宕增強還要來的好,    2.若想以抽籤方式抽點學生回答問題，則以固定比率分配，效果會較變動比率分配還要來的好,    3.賭博、樂透等為變動比率增強的典型例子。停止增強後，效果維持得久,    4.外在增強不如自我增強、自我肯定型的內在增強，後者效果較強且持久,    ",2,增強、外在增強、內在增強、固定比例、不定比例
6300303,陳奕儒,何者並非「類化」的實際運用？,"1.小玲和小琳的友誼相當深厚，也因為小玲乖巧又體貼孝順，所以小琳的父母常常會熱情地邀請她到家裡作客，對待她就像是對待自己的女兒一樣,    2.小日和小月正在討論要看哪部電影。小月提議看某部動畫片，卻遭小日反對：「 之前我才看過這個導演的另一部動畫作品，覺得並沒有如預期的精彩好看。我覺得我們還是看那部吧！」,    3.學習「電」這個單元時，小亮聯想到：電流的原理其實很像水。水流通過渦輪時，會將水的位能轉化為渦輪的動能，這也好比電流通過電燈時，會消耗其電能來轉化為光能一樣,    4.在測試新藥物時，研製人員通常不以人作受試對象，而是先讓老鼠或猴子等動物作為受試者，先觀察藥物對這些動物是否有效，或是有何副作用,    ",1,類化
6300304,陳奕儒,"以下文章所構成之行為，何者不是運用「操作制約」？ (代號後方之較粗黑括號所示為其對應內容) 
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 
★ (甲)【小明非常怕狗，因為他小時候曾經有過幾次獨自被狗追的難忘經驗】，因此(乙)【每當他在路上遇到狗時，不是選擇繞路離開，就是會盡可能地遠離牠們。】然而就在前一陣子，親戚帶了一隻可愛又溫馴的瑪爾濟斯來家裡作客，(丙)【因為牠無害又傻憨憨的模樣實在太過可愛，也讓小明最後終於成功克服恐懼，能夠自然地伸出手去摸摸牠及逗牠了】。(丁)【時至今日，當小明在公園中碰見別人遛狗時，他甚至會願意主動地去靠近牠們呢！】這對他來說，可真是一大突破呀
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 
","1.甲,    2.乙,    3.丙,    4.丁,    ",2,古典制約、操作制約
6300305,陳奕儒,針對以下教學所運用的概念，何者最為合理及正確？,"1.學生若是踴躍舉手發言，就給糖果作為獎勵。這是一種有效且可行的正增強策略。若不斷地重複頻繁使用，可讓學生的參與度變為積極。,    2.小育不喜歡寫作業。為了導正此一行為，媽媽規定小育要先將作業寫好，才能從事他喜歡的娛樂活動。這種方式正是一種常見的負增強。,    3.為了減低學生上課時的不專注行為，老師規定上課專心聽講者，放學後可不必留下來打掃。希望可以藉由這種撤離式懲罰，來有效地喚回學生的注意力。,    4.為讓學生正確習得體操姿勢，老師先帶領學生從簡單的基本動作開始，確認動作皆標準且熟練後，才教導連續而複雜、且較有難度的動作。這跟學琴的概念相同。,    ",0,超過一個答案
6300401,陳奕儒,以下訊息的記憶模式類型，何者與其他三者不同？,"1.了解交通規則,    2.懂得怎麼開車,    3.知道有哪些路是可以通往學校的,    4.特別記得學校附近出過車禍的路口,    ",2,情節記憶、語意記憶、程序性記憶
6300402,陳奕儒,下列有關於記憶之敘述，何者錯誤？,"1.感覺記憶是訊息處理的第一站，我們的感官每天都接收大量的訊息，但對於刺激的「知覺」卻是有選擇性的，個體的心理狀態、動機、需求、經驗等都有可能與之相關,    2.若是有線索引發個體注意，便會進入短期記憶內。因為是「現下想法」整理與貯存的地方，因此又稱為運作記憶。例如談話與閱讀，便是其「運作」之具體表現。常用策略如複誦、複習，便是為了使訊息能在此記憶中盡可能保留,    3.工作訊息保留得越久，越有可能進入容量大，保留時間可達永久的長期記憶，但需從短期記憶來提取線索，以回憶及確認訊息，訊息線索的無法取得將會導致遺忘,    4.雙碼理論是指，保留在長期記憶內的訊息主要是由視覺與聽覺兩種形式所構成，兩者系統雖然分開，卻會互相影響。常見的電視廣告即是一實際應用，同時給予圖案與聲音兩種形式的刺激，會使人較印象深刻，訊息也更容易保留,    ",3,感覺記憶、短期記憶、雙碼理論、IP Model
6300403,陳奕儒,下列關於(甲)行為主義與(乙)認知主義理論與應用之敘述，何者錯誤？,"1.前者的學習取決於環境給予怎樣的刺激，而去作出相對的行為反應；後者的學習則是將外在的刺激轉化為內在認知記憶的過程，因此兩者的學習都是被動的,    2.前者著重個體可觀察到的外在表現行為是如何改變；後者則著重訊息經由個體內在處理後而衍生的認知過程。社會學習論則正好可作為兩者的中間橋樑,    3.室內的實際運用：前者如改善班級不良秩序、學生不良習慣、塑造良好學習風氣等；後者則如訓練學生的組織統整能力、使其學會思考與解決問題等,    4.生活中的實際運用：前者如給予法律制裁以減低其錯誤行為的發生；後者則如善用組織能力來記住購物清單的內容,    ",0,
6300404,陳奕儒,"歷史老師正在講臺上滔滔不絕地為學生們作學測前的總複習，但學生們對於學科中的龐大內容，吸收程度只能說是各有差異...！ 
以下為四人對自身學習狀況影響因素的看法，何者敘述中未提及認知心理學派所主張與提出之相關概念？ 
","1.小艾：「嗯？問我各朝代發生的史事怎麼都不會弄混淆嗎？因為啊~ 國文老師上課時不是都會提到很多古人們的經歷，還有他們作文章時的各種年代背景嗎～這部分讓我更透徹暸解某些史事的前因後果！所以有一部分得歸功於他呢！」,    2.小比：「嗯...土地制度...，租庸調法...兩稅法...一條鞭法...等等啊！老師你也講太快了吧！怎麼才一下子就已經全講完了！我還來不及吸收啊~！到頭來我還是只懂一開始那個周朝的井田制...後面這幾個的內容到底是什麼...」,    3.小夕：「哦！老師說這個下次小考必考，一定要記住...，反正只要把這些都背熟背對，考試就沒問題了~ 有背就有分的類型果然是最輕鬆的！不像數學和理科那種...題目看不懂的就算了，就算看的懂也總是不知道要代哪個算式來算呢...」,    4.小狄：「上次的小考成績還真慘啊...唉！如果當時知道老師會請考高分的同學喝星九客的飲料，我應該就會認真讀了吧！嗯…小伊這次也是第一名呢，看他平常上課都很認真聽講和做筆記呢！果然是因為這個吧。我也該學學他呢…」,    ",3,認知策略、有意義的學習、情節記憶、初始效應
6300405,陳奕儒,"生物老師在今天的課程正式開始前，安排了一個小組活動，要求各組將紙上所列出的一些動物，依照其門別做出分類，並以小組為單位，統整出各自的想法並簡單發表。在過程中，老師先針對學生們的答案給予一些提示和重點解說，最後才深入講解課程中主要的細節內容。 
下列有關於此次課程中的各項相關闡述，何者為非?","1.小尊：「我們知道蝦子屬於節肢動物門，而螃蟹和蝦子一樣身體都有分節，也都具有五對步足並同樣地分布於頭胸部上，表面也都覆有堅硬的外骨骼...，可見螃蟹應該也跟蝦子一樣，同屬於節肢動物門！」小尊這種類比推論是不妥的，老師應該不會給予其正面回應,    2.在討論的過程中，小敬想起哥哥以前告訴過他：「鯨魚不是魚。」這段話讓他印象非常深刻，也因此從那時候起他就沒有把它忘記過。但其實他根本不知道動物分類的根據是甚麼，也沒有去試想過牠們之間的差異。這說明了小敬的此項認知是一種機械式學習,    3.老師在課堂前所作的此項小組活動，是一種引導學生進入學習內容的前導組體，在點出課程學習主題的同時，也希望可以喚起學生相關的先備知識；而當老師之後在課堂上講解時，學生將新概念納入自身既有基模的同化過程，也可能將會因此變得更為順利,    4.後設認知在控制個體意義的形成過程，因此老師可以在課堂的最後作一個總結後，給予時間引導學生們使用自己的後設認知，讓他們檢視及監控自己認知功能運作的執行與過程，並指導學生依據其自身的學習成效，來作出評估與調整，以訓練其思考與學習的覺察力,    ",1,機械式學習、前導組體、同化、後設認知
5820101,曾靖芮,請問關於發展連續論，下列敘述何者「不」正確?,"1.發展連續論為皮亞傑提出,    2.發展連續論強調環境的重要性,    3.發展不連續論強調先天的影響,    4.發展連續論也覺得先天有影響人類發展,    ",2,發展連續論
5820102,曾靖芮,請問下列敘述何者正確?,"1.「小明看見海豚在海裡游就像魚一樣，於是他指著海豚跟爸爸說那是魚」，爸爸聽到後跟他說，海豚不是魚，是哺乳類。「」中的敘述為小明的基模。,    2.小明看見海豚在海裡游就像魚一樣，於是他指著海豚跟爸爸說那是魚，「爸爸聽到後跟他說，海豚不是魚，是哺乳類」。「」中的敘述為小明的基模。,    3.小艾知道iphone是一款智慧型手機，可以接電話、傳line、寄信等等，現在他也換了一款智慧型手機，所以他知道他現在這支手機也有相同功能，上述為調適現象。,    4.小艾知道iphone是一款智慧型手機，可以接電話、傳line、寄信等等，現在他也換了一款智慧型手機，所以他知道他現在這支手機也有相同功能，上述為小艾本身的基模。,    ",1,基模、同化、調適
5820103,曾靖芮,請問下列關於皮亞傑認知發展論排序何者正確?,"1.前運思期>形式運思期>感覺動作期>具體運思期,    2.感覺動作期>前運思期>具體運思期>形式運思期,    3.感覺動作期>具體運思期>前運思期>形式運思期,    4.感覺動作期>形式運思期>前運思期>具體運思期,    ",2,發展階段論
5820104,曾靖芮,人類從出生就會開始建立基模，從曾經知道的知識中，將新的知識融入自己的基模中，屬於「」；當新事物不同於原本認知的基模，將會改變原本的基模，變成新的基模，屬於「」。請問框框中應填入那些名詞？,"1.調適；同化,    2.適應；同化,    3.同化；調適,    4.同化；適應,    ",3,同化、調適
5820105,曾靖芮,小光很喜歡疊積木，他總喜歡把積木從小排到大，也很喜歡算數學，無論是加法減法都難不倒他，請問根據以上敘述，小光是屬於哪一認知發展階段並且具有那些特性?,"1.前運思期-專注現象、可逆性,    2.具體運思期-序列化、可逆性思考,    3.形式運思期-抽象概念、遞移能力,    4.具體運思期-遞移能力、可逆性思考,    ",2,序列化、可逆、具體運思期
5820201,曾靖芮,請問根據班杜拉的觀察學習四個階段，下列排序何者正確？,"1.動機＞再生＞注意＞保留,    2.保留＞再生＞注意＞動機,    3.再生＞注意＞保留＞動機,    4.注意＞保留＞再生＞動機,    ",4,觀察學習四階段
5820202,曾靖芮,"請問Hammi在上英語會話時，老師會指定學生們喊123，喊到同一個數字的會在同一組，因為是老師指定，所以會剛好讓一些程度差的同學與程度好的同學在同一組，互相幫助，雖然在對話練習時都有些難度，但當學生需要幫助時，老師都會給予協助，所以對話都能完成，請問這堂英語會話課，老師「沒有」運用到下列何種概念?
","1.合作學習,    2.鷹架構築,    3.鷹架撤除,    4.近側發展區,    ",0,"3,4都是答案"
5820203,曾靖芮,美美不會吹直笛，美美的姐姐為了教會他一「開始一步一步的教他」，美美慢慢的學會了，美美的姐姐開始不一步一步的教他，等到美美詢問她才會指導美美，請問框框中的動作是屬於下列哪一種理論？,"1.鷹架撤除,    2.鷹架構築,    3.近側發展區,    4.私自話語,    ",2,鷹架構築
5820204,曾靖芮,請問下列敘述何者正確？,"1.楷模學習為看到別人做得好就會想學習他,    2.楷模學習為分辨好與壞的行為，去判斷他，且選擇學習與不學習,    3.替代學習為看到不好的行為，去指責他，告訴他不能這樣做,    4.替代學習為觀察行為後果得到削弱產生學習,    ",1,替代學習、楷模學習
5820205,曾靖芮,小美在預習時會自己一個人朗誦書本中的文字，讓自己理解，一邊大聲對自己說話，小名看到後也跟著這麼做，漸漸的他開始輕聲說出這些朗讀文字，最後他藉由私自話語來指導自己怎麼做，且他也開始慢慢知道自己用什麼樣的讀書方法最有效率，且當表現不如意時，也知道怎麼樣修改會讓狀況改善，也會在表現好時獎勵自己，讓自己吃自己喜歡吃的，請問上述情境運用到了哪些社會學習與鷹架理論？,"1.後設認知強、鷹架撤除、自我激勵,    2.後設認知強、鷹架構築、自我效能,    3.後設認知弱、鷹架撤除、自我激勵,    4.後設認知強、鷹架構築、自我激勵,    ",0,
