questionid,author,question,options,answer,concept
98140303,陳映妤劉怡秀,"連續漸進法的研究流程是類似於分解動作的方式，最後將多個反應連貫再一起形成複雜的行為，稱為什麼？ 
","1.塑造,    2.拆解,    3.混合,    4.分裂,    ",0,
98140304,陳映妤劉怡秀,警察常常會在交通要道上實施臨檢，請問臨檢屬於哪一種強化時程?,"1.固定比率,    2.變動比率,    3.固定時距,    4.變動時距,    ",2,固定比例、固定時距、不定比例、不定時距
98140305,陳映妤劉怡秀,在提供增強物的方法上，哪種組合最有效？,"1.立即強化+連續強化,    2.立即強化+部分強化,    3.延宕強化+連續強化,    4.延宕強化+部分強化,    ",0,題目語意應該要更清楚些
98140306,陳映妤劉怡秀,錯誤學習的學習歷程為？,"1.錯誤的反應多於正確的反應，而後正確的反應多於錯誤的反應,    2.正確的反應多於錯誤的反應，而後錯誤的反應多於正確的反應,    3.皆為錯誤的反應多於正確的反應,    4.皆為正確的反應多於錯誤的反應,    ",0,題目語意應該要更清楚些
98140307,陳映妤劉怡秀,華生主張的行為主義有下什麼基本要素？,"1.經典條件作用研究所得行為原則，不但可用以了解動物行為，而且可用以解釋人的行為,    2.經典條件作用研究所得行為原則，可用以了解動物行為，但不可用以解釋人的行為,    3.經典條件作用研究所得行為原則，不可用以了解動物行為，但可用以解釋人的行為,    4.經典條件作用研究所得行為原則，不可用以了解動物行為，而且也不可用以解釋人的行為,    ",1,古典制約
98140308,陳映妤劉怡秀,小新的數學能力非常好，考試成績也不錯，常常在數學課上受到老師的稱讚，小新因此也越來越喜歡上數學課。請問，從古典制約學習理論的觀點來看，老師的稱讚是屬於下列哪一種變項？,"1.非制約刺激,    2.非制約反應,    3.制約刺激,    4.制約反應,    ",0,題目語意應該要更清楚些
98140309,陳映妤劉怡秀,小新發現只要哭鬧就能讓父母心軟買玩具給他，所以小新每當百貨公司時，就會開始哭鬧暗示父母買玩具；而小新的父母也慢慢察覺到小新的行為，並想辦法要改善小新的這種心態。針對以上的敘述，請問下列選項何者正確？ ,"1.父母的心軟是行為塑造的結果 ,    2.父母不再因哭鬧而買玩具是消弱,    3.小新哭鬧的表現是觀察學習的結果,    4.小新的哭鬧讓父母心軟是古典制約的歷程,    ",3,操作制約
98140310,陳映妤劉怡秀,胖虎很喜歡欺負大雄，每次看到大雄一定要踹他個兩腳。某天大雄再也受不了胖虎的行為，於是大雄反擊並將心中的不滿一次發洩出來，所以以後胖虎就再也不敢欺負大雄了。請問上述是屬於哪一種理論?,"1.操作制約,    2.古典制約,    3.替代學習,    4.楷模學習,    ",0,題目語意應該要更清楚些
98140401,陳映妤劉怡秀,採用合於心理原則的讀書技巧不包括下列何者？,"1.瀏覽,    2.質疑,    3.默寫,    4.複習,    ",0,
98140402,陳映妤劉怡秀,短期記憶是一個儲存系統，在任何一個時間只能保留幾個單位的訊息？,"1.5~9個,    2.6~10個,    3.7~11個,    4.8~12個,    ",1,短期記憶
98140403,陳映妤劉怡秀,訊息處理過程中的短期記憶是指感覺記憶予以注意後而在時間上延續幾秒內的記憶?,"1.20秒,    2.25秒,    3.30秒,    4.35秒,    ",1,短期記憶
98140404,陳映妤劉怡秀,長期記憶不包括下列哪一個部分？,"1.程序性記憶,    2.語意記憶,    3.陳述性記憶,    4.工作記憶,    ",4,長期記憶
98140405,陳映妤劉怡秀,下列何者為「譯碼」的狀態？,"1.為了便於處理，將具體訊息轉化為另一種抽象形式以便記憶的心理歷程,    2.訊息的形式從某種形式轉化為另一種形式,    3.接收刺激時的歷程，亦即由實物學到概念的抽象化歷程,    4.將長期記憶中所儲存的抽象概念，在需要時針對實物刺激而做出適當反映的歷程,    ",1,譯碼
98140406,陳映妤劉怡秀,吳老師想了解小明的思考方式及解決問題的方式，是否跟其他同齡兒童有不一樣。吳老師應該是什麼領域的專家？,"1.生理心理學,    2.社會心理學,    3.認知心理學,    4.發展心理學,    ",3,認知
98140407,陳映妤劉怡秀,下列何者為「代碼」的狀態？,"1.為了便於處理，將具體訊息轉化為另一種抽象形式以便記憶的心理歷程,    2.訊息的形式從某種形式轉化為另一種形式,    3.接收刺激時的歷程，亦即由實物學到概念的抽象化歷程,    4.將長期記憶中所儲存的抽象概念，在需要時針對實物刺激而做出適當反映的歷程,    ",0,
98140408,陳映妤劉怡秀,下列何者為「編碼」的狀態？,"1.為了便於處理，將具體訊息轉化為另一種抽象形式以便記憶的心理歷程,    2.訊息的形式從某種形式轉化為另一種形式,    3.接收刺激時的歷程，亦即由實物學到概念的抽象化歷程,    4.將長期記憶中所儲存的抽象概念，在需要時針對實物刺激而做出適當反映的歷程,    ",1,編碼
98140409,陳映妤劉怡秀,下列何者為「解碼」的狀態？,"1.為了便於處理，將具體訊息轉化為另一種抽象形式以便記憶的心理歷程,    2.訊息的形式從某種形式轉化為另一種形式,    3.接收刺激時的歷程，亦即由實物學到概念的抽象化歷程,    4.將長期記憶中所儲存的抽象概念，在需要時針對實物刺激而做出適當反映的歷程,    ",4,解碼
98140410,陳映妤劉怡秀,有一天，小新參加春日部高中的入學考試，根據該校的考試評分規定，小新知道應考時遇到選擇題時，對於不會的題目是可以用猜的，但若有倒扣的規定，小新就會考慮放棄亂猜而被倒扣的風險。請問上述提到的是屬於長期記憶中的哪一類記憶?,"1.條件性知識,    2.程序性知識,    3.語意知識,    4.陳述性知識,    ",1,條件性知識、程序性知識、語意知識、.陳述性知識
33350101,戴宜倫羅靖涵,阿寶根據家中的橘貓學到貓的基礎，對貓有了認知概念，之後有次在路上他看到了一隻黑貓，他也能夠分辨是貓。請問上述情形是屬於下列哪一個概念?,"1.調適,    2.組織,    3.同化,    4.基模,    ",3,基模、同化、調適
33350102,戴宜倫羅靖涵,小明平常習慣用單手拿取物品，若遇到較重的物體無法使用單手操作時，則會改成用雙手搬運。請問這是屬於下列哪一個概念?,"1.同化,    2.調適,    3.平衡,    4.組織,    ",0,題意需要再更清楚些
33350103,戴宜倫羅靖涵,安妮是國小五年級的學生，根據皮亞傑認知發展期判斷何者不是此時期的兒童所具備的認知特徵?,"1.具有守恆的概念,    2.去中心化,    3.具備分類能力,    4.能做抽象思維,    ",0,五年級學生有可能進入形式運思期
33350104,戴宜倫羅靖涵,小華憑手的觸覺來抓取玩具，請問這是哪種認知結構?,"1.基模,    2.同化,    3.順應,    4.探索,    ",4,
33350105,戴宜倫羅靖涵,茵茵和佳佳是一對姊妹，有天媽媽打了木瓜牛奶給她們喝，分別到入A和B兩個容量一致但形狀不同的杯子，茵茵看到佳佳的杯子比自己的高，以為自己喝到的比姊姊的少。但佳佳卻能分辨出杯子的容量是一樣的，因為她已經具有守恆的概念了，請問佳佳目前是在認知發展的哪個階段?,"1.前運思期,    2.具體運思期,    3.形式運思期,    4.感覺運動期,    ",2,具體運思期
33350106,戴宜倫羅靖涵,形式運思期的青少年擁有邏輯推理的能力，假如他可以回答出:「如果我是老師，那我可以如何教導學生」這個問題，請問他是具備哪一種思維方式?,"1.命題推理,    2.假設演繹推理,    3.組合推理,    4.可逆性,    ",2,形式運思
33350107,戴宜倫羅靖涵,請問下列哪個是最符合「適應」的敘述?,"1.當基模不能吸收時，主動修改既有的基模,    2.運用既有的基模面對問題，也就是知識的類推,    3.個體的認知結構或基模因環境限制而主動改變的心路歷程,    4.將具有相同或相似特徵的事物放置在一起,    ",3,適應
33350108,戴宜倫羅靖涵,現在20歲的知勳在家中的櫃子發現以前自己小時候的影像紀錄，後來他隨手挑了一段嬰兒時期的錄影帶觀看，根據影片的內容，請問下列哪個行為不符合在當時處於感覺運作期的知勳?,"1.知勳看到花草，手就一把抓進口中,    2.知勳看到他的玩具在床上，但當他媽媽把玩具移走後，他扔然繼續找,    3.知勳能分辨1~10的數字,    4.知勳從一開始只要聽到聲音就轉頭去看，過6個月後，他開始爬去尋找聲音來源,    ",0,"2, 3都是答案"
33350109,戴宜倫羅靖涵,今年5歲的筱雯處於皮亞傑認知發展期的前運思期階段，請問下列何者為前運思期的兒童所擁有的特徵?,"1.會按照標準去排成序列，從而進行比較,    2.問題可以從正面即反面去想,    3.可以針對情境提出假設,    4.物體的某個特徵改變後，想法會跟著有所改變,    ",4,前運思期、序列化、假設驗證、專注現象
33350110,戴宜倫羅靖涵,今年10歲的英光跟他6歲的弟弟珠光在家玩積木，限時30秒內比賽看誰堆的積木比較多，(A)珠光堆完後大聲說出他堆了12個，(B)英光也堆了12個積木並分散排列成一直線，而珠光則是把積木疊高。然而珠光覺得自己輸了，因為他覺得哥哥的積木數量比較多。請問(A)(B)的相對應原因是什麼?,"1.語言表達；不可逆性,    2.語言表達；守恆,    3.守恆；語言表達,    4.語言表達；去中心化,    ",0,題意需要再更清楚些
33350201,戴宜倫羅靖涵,小陳觀察老師示範積木的排列方法並記在腦海中，回家後他可以自己獨立並正確無誤的完成積木的排列。請問這是屬於哪一種觀察階段?,"1.動機階段,    2.再生階段,    3.保持階段,    4.注意階段,    ",2,保留、再生
33350202,戴宜倫羅靖涵,請問下列對於班杜拉提出的社會學習理論的敘述何者正確?,"1.模仿的對象稱為模範,    2.象徵模仿是指模仿具體行為,    3.模仿是一種機械式反應,    4.直接模仿是一種最簡單的模仿學習方式,    ",0,14
33350203,戴宜倫羅靖涵,迪西在算三角函數時，經由老師對題目的講解中學習到解題的方式，請問這是屬於哪一種模仿學習?,"1.綜合模仿,    2.直接模仿,    3.抽象模仿,    4.象徵模仿,    ",3,抽象模仿
33350204,戴宜倫羅靖涵,請問觀察學習的四個階段歷程，何者排列正確?,"1.注意階段-保持階段-再生階段-動機階段,    2.動機階段-注意階段-保持階段-再生階段,    3.再生階段-動機階段-注意階段-保持階段,    4.注意階段-動機階段-再生階段-保持階段,    ",1,觀察學習四階段
33350205,戴宜倫羅靖涵,下列哪一項行為不屬於直接模仿?,"1.幼兒學習走路,    2.小明看見媽媽用抹布擦桌子，後來又看到姐姐拿抹布擦椅子，之後他會使用抹布清潔有髒汙的地方,    3.孩童學習用筆寫字,    4.女孩學習使用筷子吃飯,    ",2,直接模仿
33350206,戴宜倫羅靖涵,請選出哪一個人的學習有運用到鷹架理論?,"1.4歲的小明在學腳踏車，媽媽並跟在他的旁邊，當他快跌倒、不穩時，並適時的扶著他、矯正他,    2.小花使用在家自學機器自行預習或複習,    3.小靜看到小明在上課吃餅乾被老師罵便把拿起來的食物收起來,    4.小紅在課堂上聽老師講解後，回家後再反覆的閱讀課本的內容，加深印象,    ",1,鷹架
33350207,戴宜倫羅靖涵,宰範是一位高中烹飪課老師，他教學生如何製作出酥脆的餅乾，他會說明完每一步驟後，再讓學生實際操作，當學生有問題時，並適時的協助學生。請問宰範是應用什麼教學理論?,"1.社會學習理論,    2.建構主義,    3.鷹架理論,    4.訊息處理論,    ",3,鷹架
33350208,戴宜倫羅靖涵,下列哪一情形有符合鷹架理論?,"1.老師在小彩開始學習算數時給予支援，成熟後再培養他自我支持能力,    2.小彩在開始學習算數時和學習後都要求老師支援,    3.老師在小彩開始學習時，多給自我學習的機會，成熟後再給予支援,    4.老師在小彩學算術時都不給予支援，讓小彩自己學習,    ",1,鷹架
33350209,戴宜倫羅靖涵,下列敘述可以區別近側發展區與傳統式教學之間的差異?,"1.比起傳統式教學，近側發展區可以在短時間內讓學生學習到很多,    2.比起傳統式教學，近側發展區可以突顯中介互動的重要性,    3.比起傳統式教學，近側發展區可以增加兒童能真正獨立解決問題的能力 ,    4.比起近側發展區，傳統式教學可以依學生潛能發展做教學設計,    ",0,選項語意不夠清楚
33350210,戴宜倫羅靖涵,「兒童獨自解決問題時所實際發展的層次，與在成人指導或能力更好的同儕合作下，解決問題時所表現出潛在發展層次之間的距離。」請指出這段文字所描述的觀念，和下列哪一個沒有關係?,"1.只適合於有獨立性與進取心的兒童,    2.此理論是維果茨基提出的,    3.此也指兒童心智能力的可變性即可塑性,    4.此觀念是指近側發展區,    ",1,近側發展區
33350301,戴宜倫羅靖涵,請問巴夫洛夫的古典制約實驗中何者是條件刺激?,"1.食物,    2.聲音,    3.聲音引起的唾液分泌,    4.食物引起的唾液分泌,    ",2,古典制約
33350302,戴宜倫羅靖涵,下列何者不屬於古典制約的一般法則?,"1.刺激與反應,    2.類化與辨別,    3.強化與強化物,    4.消弱與自然恢復,    ",4,古典制約
33350303,戴宜倫羅靖涵,小明今天在賣場看到一個賽車玩具，便哭鬧著要媽媽買給他，請問媽媽該採取何種方式來減少小明使用哭鬧的方式達成自己的目的呢?,"1.辨別,    2.類化,    3.消弱,    4.自然恢復,    ",3,消弱
33350304,戴宜倫羅靖涵,下列哪一個是屬於操作條件作用的特性?,"1.是一種關聯性學習,    2.新行為的獲得，則是經由觀察模仿的歷程,    3.使個體產生非自願反應的作用,    4.個體原來就已經自願進行的行為,    ",4,操作制約
33350305,戴宜倫羅靖涵,小明媽媽跟小明說，如果你這個禮拜都不說髒話，這個月就可以不用做家事。慶汶這是什麼原理?,"1.正增強,    2.負增強,    3.撤離型懲罰,    4.呈現型懲罰,    ",0,
33350306,戴宜倫羅靖涵,下列關於強化的分配方式何者敘述正確?,"1.按頻續分配的是固定時距與變動比例,    2.變動比例的習慣形成後容易被削弱,    3.頻率是以學生出現好的行為為標準來判斷,    4.變動時距的增強時機可以預測,    ",3,固定比例、不定比例、固定時距、不定時距
33350307,戴宜倫羅靖涵,偉俊在一間生技公司上班，由於工作效率高並積極研發新產品有助於公司業績的提升，因此公司特地頒發績效獎金給他已表示鼓勵。請問績效獎金是屬於哪一種強化時程?,"1.變動比例,    2.固定比例,    3.變動時距,    4.固定時距,    ",0,題目語意可以再清楚些
33350308,戴宜倫羅靖涵,"(1)提出者是第一個根據動物行為實驗而建立學習理論的人 
(2)又稱為工具制約或工具學習 
(3)不採用刺激代替的原理去建立刺激反應的連結，反而是從動物的多種反應中，選定其中某項預期學習者，每當該反應出現即給予獎賞，從而加強以後出現的機會 
(4)實驗動物為貓 
根據上述4個提示，這個理論與下列哪一個有關?","1.研究此理論的人是斯金納,    2.後人以提出此理論人的理論作為基礎，建立了關於增強、懲罰與消弱的詳細的制約理論,    3.研究此理論的人主張教育萬能,    4.此理論稱為認知主義,    ",0,超過一個答案
33350309,戴宜倫羅靖涵,老師告訴小朋友，中餐有把飯吃光光的人，可以立即得到一張小花貼紙，集滿5張，可以換1顆糖果，之後自己又洗完餐具的，就可以不用打掃教室。請問，上述包含了哪些原則?,"1.代幣增強物；立即強化；負增強,    2.活動增強物；連續強化；正增強,    3.代幣增強物；連續強化；負增強,    4.活動增強物；立即強化；正增強,    ",3,代幣增強物、連續強化、負增強
33350310,戴宜倫羅靖涵,"Hoya:UP 因為努力而成功，將會繼續努力；因為逃避而不用被懲罰，將會繼續逃避，這是後效強化 
L:只要努力用功讀書考滿分，就可以站在台前被老師表揚，這包含社會增強物 
DK:飢而食，渴而飲，這包含原級增強物 
Dino:為了培養DK的閱讀興趣，只要每星期閱讀一本書，就可以多打 30 分鐘的球，這是普利馬原則 
關於強化原則，老師請同學回答，請問誰回答正確?","1.Hoya,    2.L、DK,    3.DK、Dino、Hoya,    4.Hoya、L、DK、Dino,    ",2,社會增強物 、原級增強物、普利馬原則
33350401,戴宜倫羅靖涵,感覺記憶是指個體的感覺器官感應到外界刺激時所引起的短暫記憶。請問此短暫記憶是多久呢?,"1.1分鐘以下,    2.5秒以下,    3.3秒以下,    4.20秒以下,    ",4,感覺記憶
33350402,戴宜倫羅靖涵,關於下列短期記憶敘述，何者錯誤?,"1.一般人的記憶廣度平均數為七位,    2.時間延續到20秒以上的記憶,    3.具有運作記憶的功能,    4.透過重複練習或理解進入長期記憶,    ",2,短期記憶
33350403,戴宜倫羅靖涵,"下列何者屬於短期記憶? 
","1.姐姐比自己大七歲,    2.父親的名字,    3.自己的生日,    4.昨天晚餐吃什麼?,    ",0,
33350404,戴宜倫羅靖涵,下列何者不是後設認知擁有的功能?,"1.編碼,    2.計畫,    3.監控,    4.評估,    ",1,後設認知
33350405,戴宜倫羅靖涵,下列何者不屬於後設認知技巧?,"1.曉華讀英文時，會將自己所寫的單字卡背誦一遍，檢視自己回答的是否正確以及判斷是否需要再次複習,    2.大毛在能利用加減乘除計算數學問題，且檢視自己的計算是否正確無誤,    3.安安在讀歷史時，知道自己不擅長文字記憶，而改用圖像記憶法來幫助自己學習,    4.老王在期中考時發現自己比較會寫選擇題，而比較不會寫填空題,    ",0, 
33350406,戴宜倫羅靖涵,請指出「對事物的認知或對經歷過的事件用語言表達出來的知識」這段話所描述的名詞?,"1.條件性知識,    2.程序性知識,    3.陳述性知識,    4.後設認知,    ",3,陳述性知識
33350407,戴宜倫羅靖涵,"下列對於認知心理學，請指出誰提出是正確的?
鬼神:「感覺記憶停留的時間為10秒內；短期記憶停留時間為20秒內；長期記憶停留的時間是永遠不忘」
小天:「陳述性知識是所有學科知識的基礎」
Sunny:「換了新的電話號碼，受舊的電話號碼干擾而記不起新號碼，這是倒攝抑制」
高恩倬:「臨睡前學習內容的保持優於白天，這是順攝抑制」","1.鬼神,    2.小天,    3.Sunny,    4.高恩倬,    ",2,感覺記憶、長期記憶、倒攝抑制、順攝抑制、陳述性知識
33350408,戴宜倫羅靖涵,教科系系上的課程與陳述性知識和程序性知識配對，哪些敘述是正確的?,"1.程式設計與實習是屬於程序性知識,    2.介面設計屬於陳述性知識,    3.需求分析是屬於程序性知識,    4.教學原裡與策略屬於程序性知識,    ",1,程序性知識、陳述性知識
33350409,戴宜倫羅靖涵,"有三個工程師在深山叢林中，想利用一塊空地搭一間木屋，在整理地基時遇到一個問題，因他們未帶測量儀器，無法確定房屋的四個角是不是直角。討論個半天無法定案，有個在旁砍柴的樵夫走過來，教他們一個簡單測量直角的方法，即是將細長的樹枝截成等長的12段，然後用五段連成一條線，再用另外的三段與另外的四段分別連成兩條直線，最後將三條直線圍攏成一個三角形，兩條較短連線相接的就是直角。工程師看了之後，其中一人恍然大悟，這就是畢氏定理啊!
請問，這說明了樵夫與他們不同的地方在哪呢?","1.他們比樵夫多了倒攝抑制,    2.樵夫多了程序性知識,    3.樵夫多了條件性知識,    4.樵夫的長期記憶比他們好,    ",2,程序性知識
33350410,戴宜倫羅靖涵,小明和朋友天黑時在山中迷路，很不幸的，他朋友腳受傷流血，他想到他在學校有學到，(A)因此第一時間用清水清理傷口，並上藥包紮，之後，(B)他很鎮定地思考身邊的資源，當下決定在山中渡過一夜，等待他人救援。同學事後問起這件事，(C)他們詳細的說明了事發經過。請問下面的知識類型排列，何者正確?,"1.條件性知識/程序性知識//陳述性知識,    2.程序性知識/陳述性知識/條件性知識,    3.陳述性知識/程序性知識/條件性知識/,    4.程序性知識/條件性知識/陳述性知識,    ",4,條件性知識、程序性知識、陳述性知識
12730101,陳佳欣陳佳君,柯南總是可以從小細節中推理得出犯人是誰，請問這是因為他處於哪一個認知發展階段?,"1.感覺運動期,    2.前運思期,    3.具體運思期 ,    4.形式運思期,    ",4,具體運思期、形式運思期、邏輯推理
12730102,陳佳欣陳佳君,小名可以依照物體的高度將杯子從低到高進行排列，請問這是因為他具備什麼特性?,"1.遞移能力,    2.序列化,    3.去中心化 ,    4.可逆性,    ",2,序列化
12730103,陳佳欣陳佳君,小遙知道自己的身高比小名高，又得知了小名的身高比小城高，因此得出自己的身高比小城高此件事。請問這是因為他具備什麼特性?,"1.遞移能力,    2.序列化,    3.去中心化,    4.可逆性,    ",1,遞移
12730104,陳佳欣陳佳君,"小花加法能力很好，每次小考都考100分，於是爸爸想要教她減法的運算，然而小花卻怎麼學都無法學會減法，媽媽看到這個情況後，便跟爸爸說：「因為小花的認知能力還沒發展到下一個階段，因此才不會減法的運算。」請問根據上述情境，小花屬於哪個時期?<br />
","1.感覺運動期,    2.前運思期 ,    3.具體運思期,    4. 形式運思期,    ",2,可逆、前運思期、具體運思期
12730105,陳佳欣陳佳君,請問以下哪一位學生處於具體運思期的階段?,"1.老師問步美5+15等於多少，步美回答20，接著老師問20-15等於多少，步美卻搖頭說她不知道,    2.老師將12個小磁鐵排長A、B兩列，兩列都放6個磁鐵，但是A列排列的長度比B列長，接著問元太哪一列磁鐵數目比較多，元太回答A列磁鐵數目比B列多,    3.柯南從犯案手槍中發現槍頭留有少量A牌的睫毛膏，因此推知犯人是常使用A牌睫毛膏的樹里小姐 ,    4.光彥喜歡將鉛筆依照長短依序排列在鉛筆盒裡,    ",4,具體運思期、可逆、專注現象、邏輯推理、序列化
12730106,陳佳欣陳佳君,今天的教育心理學課程在學習皮亞傑的認知發展理論，老師在講解完適應、同化與調適後，讓學生回答這三個名詞的定義，請問下列哪一位學生的回答是錯誤的？,"1.小尚：「調適的歷程包含不斷的同化與適應，經歷一次又一次調適的歷程後，個體會對於新的刺激擁有預測及控制的能力。」,    2.小琴：「調適是當既有的認知結構無法有效因應環境要求時，個體就會改變既有認知結構或基模來符合環境要求，進而保持平衡的歷程。」,    3.小美：「同化是指個體以既有的基模或認知結構為基礎去吸收新經驗的歷程。」,    4.小柳：「適應是指個體為了讓內在認知與外在環境保持平衡而不斷改變的歷程。」,    ",1,適應、同化、調適
12730107,陳佳欣陳佳君,小明是個認真求學的學生，在課堂中總是會認真地抄筆記，但因為老師講課的速度太快了，讓他有點跟不上老師的速度，因此在「基模」這個主題中寫錯了一句話。以下是小明的筆記，請問哪一段敘述是錯誤的呢？,"1.基模是個體用來認識周圍世界的基本模式,    2.此模式是由個體天生具有的經驗、意識、概念等構成一個與外界現實世界相對應的抽象認知架構,    3.它是存在人腦海中的認知架構，包含了我們對外在世界的概念、這些概念的屬性，以及這些屬性之間的關係,    4.但基模有個缺點是它可能會引起刻板印象,    ",0,基模
