questionid,author,question,options,answer,concept
14770201,陳路佳黃靖容,關於班杜拉的社會學習理論，最能吸引兒童模仿的楷模，下列敘述何者有誤？,"1.兒童心中最重要的人是指影響他們最大的人,    2.通常兒童都會模仿與自己同性別的人,    3.一般來說，兒童不喜歡模仿與自己同齡的對象,    4.在家庭中，父母可能是兒童最重要的人,    ",3,模仿
14770202,陳路佳黃靖容,小彥看到奇奇在上課時與其他人聊天而被老師處罰，因此小彥在上課時不敢與同學聊天，怕自己也會被處罰，請問小彥經歷哪種學習過程?,"1.觀察學習,    2.模仿學習,    3.精熟學習,    4.編序學習,    ",1,觀察學習
14770203,陳路佳黃靖容,卿卿常常看到媽媽將吃不完的零食用橡皮筋綁好，之後放到冰箱，所以每當卿卿有吃不完的點心時，也會放進冰箱，這是因為卿卿利用何種方式進行學習?,"1.直接模仿,    2.綜合模仿,    3.象徵模仿,    4.抽象模仿,    ",1,直接模仿
14770204,陳路佳黃靖容,老師操作虹吸現象的實驗給學生看，學生觀察並學習老師的操作過程，而且可以模仿老師的步驟完成實驗，但因為不常使用到，所以在下次上課時，學生無法自行操作實驗過程，請問學生尚未到達觀察學習的何種階段?,"1.注意階段,    2.保持階段,    3.再生階段,    4.動機階段,    ",4,再生、動機
14770205,陳路佳黃靖容,陳老師開音樂班教授鋼琴，有些學生一開始只會彈Do Re Mi Fa So等單音，經過耐心的教導，並提供學生學習上的幫助，便有能力彈出一段旋律，而且會依照學生的學習能力安排授課進度，上述陳老師是基於何種概念進行教學？,"1.鷹架理論,    2.後設認知,    3.連續漸進法,    4.試誤學習法,    ",1,鷹架
14770206,陳路佳黃靖容,哪一位學者提出學前兒童的自我中心言語，是調和其思想與行動從而促進其認知發展的重要因素，其實是具有“自己對自己溝通”的意義。,"1.班杜拉,    2.皮亞傑,    3.維果茨基,    4.斯金納,    ",3,私自話語
14770207,陳路佳黃靖容,下列何者為觀察學習四個步驟正確的描述？,"1.attentional phase，指個體不僅經由觀察模仿從楷模身上學到了行為，而且也願意在適當的時機將學得的行為表現出來。,    2.motivational phase，指個體對楷模的行為表現觀察過後，納入記憶，其後再就記憶所及將楷模的行為，以自己的行動表現出來。,    3.retention phase，指個體觀察到楷模的行為之後，必須將觀察所見轉換為表徵性的心像(把楷模行動的樣子記下來)，或表徵性的語言符號(能用語言描述楷模的行為)，方可以保留在記憶中。,    4.reproduction phase，指在觀察學習時，個體必須注意楷模所表現的行為特徵(名義刺激)，並了解該行為的意義(功能刺激)。,    ",3,注意、保留、再生、動機
14770208,陳路佳黃靖容,小糯米發現每次媽媽整理碗的時候，總把小碗放在大碗裡，可以少走一些路。小糯米有次幫媽媽整理拿杯子的時候，也把小的套在大的裡面一起給媽媽。請問小糯米套杯子的行為可以用下列哪一個進行解釋？,"1.注意階段,    2.保持階段,    3.動機階段 ,    4.再生階段 ,    ",3,注意、保留、再生、動機
14770209,陳路佳黃靖容,阿拉蕾和爸爸撒謊說肚子疼，不想去幼稚園，結果被爸爸發現了，罰阿拉蕾這週不可以吃冰淇淋，小糯米知道了之後，明白撒謊是不好的行為。請問小糯米這種行為可以用哪種理論進行解釋呢？,"1.替代學習,    2.模仿學習,    3.觀察學習,    4.操作學習,    ",1,替代學習
14770210,陳路佳黃靖容,小陳剛剛開始學車的時候，教練一直在旁邊指導。過了一週後，小陳開得越來越熟練，教練就指導得越來越少。請問教練指導得越來越少運用到了哪種概念？,"1.調適,    2.近側發展區,    3.鷹架撤除,    4.鷹架建構,    ",3,鷹架構築、鷹架撤除
14770301,陳路佳黃靖容,代幣增强物在我們的生活中有很多，以下不是代幣增强物的是？,"1.幼稚園老師給的貼紙,    2.7-11的小黃人點數,    3.書法老師誇獎學生寫得很棒,    4.康是美的會員積分,    ",3,代幣增強物
14770302,陳路佳黃靖容,小花最近做作業都很不認真，只想著出去玩。爸爸一氣之下，對小花禁足一個星期。請問爸爸的這種行為屬於？,"1.呈現型懲罰,    2.撤離式懲罰,    3.正增強,    4.負增強,    ",2,呈現型懲罰、撤離型懲罰
14770303,陳路佳黃靖容,關於桑代克的三大學習律，下列何者錯誤?,"1.準備律 學習者會依照學習的身心狀況進行調整,    2.練習律 經過不斷反覆的練習，可以達到所需要的反應,    3.效果律 學習者若表現良好，則會獲得滿足,    4.桑代克的三大學習律是刺激反應連結,    ",4,準備率、練習率、效果率
14770304,陳路佳黃靖容,花花不喜歡在睡前刷牙，媽媽為了讓花花知道睡前刷牙是件很重要的事，所以當花花不願意刷牙時，會告訴花花沒有刷牙的嚴重性和後果，請問媽媽是利用何種方式教導花花刷牙?,"1.正增強,    2.負增強,    3.呈現型懲罰,    4.撤離型懲罰,    ",3,呈現型懲罰、撤離型懲罰
14770305,陳路佳黃靖容,國文老師每次上完一堂課就會發下這周要背的詩篇，給同學一周的時間準備，並在下周上課時抽點學生，要求學生背出來，請問國文老師每周抽考學生的方式是依照下列何種增強機制?,"1.固定時距,    2.不固定時距,    3.固定比率,    4.不固定比率,    ",1,固定比例、不定比例、固定時距、不定時距
14770306,陳路佳黃靖容,爸爸告訴嘟嘟，如果這一次唱歌比賽得了第一名，就帶他去韓國旅游，請問爸爸對於嘟嘟的獎勵可以用以下哪一個來概念概括最具體？,"1.原級增强物,    2.次級增强物,    3.普力馬原理,    4.代幣增强物,    ",2,原級增強物、次級增強物
14770307,陳路佳黃靖容,黃老師是國小二年級的數學老師，她每週五都會定期給學生考試，漸漸發現學生們只在週四晚上拼命唸書。這樣的狀況下，黃老師很苦惱，她該如何解決呢？,"1.利用固定時距增強，每週三也安排考試,    2.利用不定時距增強，不告訴學生何時考試,    3.利用正增強，給學生口頭上的批評和獎勵,    4.利用負增強，安排考試考得好的同學少一點作業,    ",2,固定比例、不定比例、固定時距、不定時距
14770308,陳路佳黃靖容,讀幼兒園的小童沒有經過強強同意，就擅自拿強強的玩具，使強強非常生氣，用力打了小童，老師知道後便處罰小童下課時必須留下來整理遊戲間，並嚴格訓斥強強一番，請問老師分別以何種方式教育小童和強強?,"1.小童:撤離型懲罰，強強:呈現型懲罰,    2.小童:呈現型懲罰，強強:撤離型懲罰,    3.小童:負增強，強強:撤離型懲罰,    4.小童:呈現型懲罰，強強:負增強,    ",1,呈現型懲罰、撤離型懲罰
14770309,陳路佳黃靖容,阿拉蕾很喜歡吃鷄肉，很不喜歡吃蔬菜。每次媽媽爲了她的健康，都規定必須吃完碗裏的蔬菜才能吃肉。請問媽媽用的這個方法運用了哪種概念呢？,"1.代幣增强,    2.正增强,    3.負增强,    4.普力馬原理,    ",4,普力馬原則
14770310,陳路佳黃靖容,菁菁和哥哥一起去美語補習班上課，菁菁班上的學生回答問題後可以立即拿到老師給的糖果，而哥哥班上，老師會先在白板上畫記有舉手回答問題的同學，下課後再給他們吃點心，請問菁菁和哥哥班上的兩位老師個別使用了何種增強機制?,"1.菁菁的老師:延宕增強，哥哥的老師:立即增強,    2.菁菁的老師:立即增強，哥哥的老師:延宕增強,    3.菁菁的老師:連續增強，哥哥的老師:延宕增強,    4.菁菁的老師:立即增強，哥哥的老師:部分增強,    ",2,"立即增強、延宕增強,"
14770401,陳路佳黃靖容,下列關於訊息處理的歷程何者為非?,"1.人類的記憶分為感覺記憶、短期記憶和長期記憶,    2.三種記憶間是一種雙向式的前後交互關係,    3.三種記憶產生後都會表現出反應,    4.訊息進入長期記憶後便不會遺忘,    ",3,IP Model
14770402,陳路佳黃靖容,小琪很擅長背唐詩，尤其是五言絕句和七言絕句，但當老師在上木蘭詩時，小琪卻無法很順利的背起來，因此只能分段背誦，請問小琪運用何種方式幫助自己記憶?,"1.情節記憶,    2.雙重編碼,    3.意元集組,    4.語意記憶,    ",3,意元集組
14770403,陳路佳黃靖容,小明在上歷史課時聽到老師講述當年戒嚴時期所親身經歷的故事，回家複習歷史課本內容時，發現有很多相似之處，請問老師利用何種方式幫助小明學習?,"1.語意記憶,    2.情節記憶,    3.程序性知識,    4.條件性知識,    ",2,語意記憶、情節記憶、程序性記憶
14770404,陳路佳黃靖容,以下哪一個不是推理的原理？,"1.假設演繹推理   ,    2.倒攝法推理,    3.三段論法推理,    4.歸納推理,    ",0,
14770405,陳路佳黃靖容,小糯米在西班牙旅遊的時候，學了一句「hola」意思是你好。當時記得很好，回到台灣後漸漸就遺忘了。這一種遺忘可以用什麼原理來解釋呢？,"1.正向抑制  ,    2.逆向抑制,    3.消退,    4.時進效應,    ",0,題目語意可以再清楚些
14770406,陳路佳黃靖容,下列哪一種陳老師在ppt上的教學行為最符合學生的記憶廣度並且最有效率？,"1.呈現三個關鍵單詞解釋企業文化 ,    2.呈現十二個全部的顏色元素,    3.呈現一行最重要的句子,    4.呈現九行學習原理,    ",0,答案有爭議
14770407,陳路佳黃靖容,小糯米的媽媽曾經在美國工作開車，回到台灣後一直習慣不了左側開車，每一次都會開錯門。請問這種現象可以用什麼理論來解釋?,"1.正攝抑制,    2.倒攝抑制,    3.正向助長,    4.逆向助長,    ",1,倒攝抑制、順攝抑制、倒攝助長、順攝助長  
14770408,陳路佳黃靖容,小蝴蝶在記憶九大行星的順序時，看了前三個星球：水星、金星、地球，剛好各取一字「水、金、球」可以想像成「水晶球」，特別方便記憶。請問使用了那一種記憶方法呢？,"1.字釘法,    2.首字法,    3.諧音法,    4.聯對學習,    ",3,記憶策略
14770409,陳路佳黃靖容,小梅學習世界地理氣候特徵時，會將氣候特徵相同的地區分類在一起，再依氣候成因和影響條件劃分。請問小梅運用何種學習策略?,"1.精緻化,    2.組織,    3.複誦,    4.回憶,    ",2,記憶策略
14770410,陳路佳黃靖容,英英學習英文時總是可以記住新的單字，但卻容易忘了舊的單字，可是學習數學時卻就容易記住先前教的公式，反而會忘了新的公式，這是為什麼呢?,"1.英英在學習英文時發生初始效應,    2.因為英英喜歡數學不喜歡英文,    3.英英在學習數學時發生正向抑制,    4.這是初始效應和時近效應的效果,    ",4,新近效應、初始效應
