questionid,author,question,options,answer,concept
12730306,陳佳欣陳佳君,看到泡泡跟花花在出題，毛毛覺得十分的有趣，因此加入他們的行列參與答題的角色。泡泡跟花花正在出「增強物機制」這個單元，打算一起出一題選擇題，題目如下：「增強物又會因為頻率與時距的不同而分成四個種類」，請問下列哪一敘述錯誤？,"1.固定時距的增強時機不容易被預測,    2.不定時距的增強有時可以得到，有時則不能得到,    3.固定比率可以提高增強的標準,    4.當不定比率的增強習慣後，將不易被削弱,    ",0,固定時距、不定時距、固定比率、不定比率
12730307,陳佳欣陳佳君,大雄總是考零分，媽媽想用施予式懲罰的方式挽救大雄的期末考試，請問媽媽應該會怎麼做呢?,"1.告訴大雄如果這次期末考試不再考零分，就買給他他最喜歡的遙控飛機,    2.告訴大雄如果這次期末考試再考零分，就拿走他下個月的零用錢,    3.告訴大雄如果這次期末考試考零分以上，就可以不用做家事一個月,    4.告訴大雄這次期末考試若再抱蛋，就罰他禁足一個月,    ",0,呈現(施予)式懲罰
12730308,陳佳欣陳佳君,泡泡總是因為賴床而上學遲到，使尤教授感到很頭疼。為了使泡泡養成上學不賴床的好習慣，尤教授便利用行為主義的理論想了以下幾個方法，請問哪一個是錯誤的應用呢？,"1.正增強：當泡泡沒有賴床便給她一顆糖果,    2.代幣增強物：當泡泡沒有賴床便給她一張貼紙，累積三張貼紙便帶她吃下午茶吃到飽,    3.呈現型懲罰：當泡泡因為賴床而遲到便沒收她的糖果,    4.塑造：當泡泡沒有賴床就不斷給予她增強，直到她完成獲得這個習慣為止,    ",3,正增強、代幣增強物、呈現型懲罰、塑造
12730309,陳佳欣陳佳君,天天老師是岩鳶國中201班的班導師，301班的學生總是不認真上課，上課時趴下來睡覺的就有1/3人，剩下的2/3個學生不是在放空不然就是在聊天，這樣的情形維持半學期後，天天老師決定要下重成本來改善這個問題，於是她對學生說：「如果你們接下來的幾星期都專心聽課，不睡覺也不聊天，且每個人期末成績都比期中成績高10分，我就請每位學生喝星巴克。」請問天天老師是利用行為主義中的哪個理論來改善班上不認真上課的問題?,"1.正增強,    2.負增強,    3.懲罰,    4.普利馬原則,    ",1,正增強、負增強
12730310,陳佳欣陳佳君,大雄上課總是遲到，且老是講不聽，老師為了改善他常遲到的惡習，於是私底下把大雄最喜歡的靜香叫來，並要求靜香跟大雄說：「如果你明天還是遲到，我就一整天都不跟你說話。」結果第二天大雄果然準時到學校了。請問老師是利用行為主義中的哪個理論來改善大雄遲到的問題?,"1.正增強,    2.負增強,    3.施予式懲罰,    4.剝奪式懲罰,    ",3,施予式懲罰、剝奪式懲罰
12730406,陳佳欣陳佳君,"為了幫助彼此複習所學，柚子和橘子分別出了幾題給對方，其中，柚子出的題目為連連看，上方寫著：情節記憶、語意記憶、程序性記憶、閃光燈記憶；下方寫著各個記憶的意思讓橘子連起來，請問橘子哪一條連錯了。
a.情節記憶─從事件的時地來組織經驗影像
b.語意記憶─儲存事實、概念、原則、規則、策略
c.程序性記憶─儲存如何操作某件事物
d.閃光燈記憶─重要事件以視覺和聽覺的震撼來儲存
e. 語意記憶─以流程圖像式來儲存資訊
f. 程序性記憶─以基模群的方式來儲存資訊","1. ab,    2.bc,    3.cd,    4.ef,    ",4,情節記憶、語意記憶、程序性記憶、閃光燈記憶
12730407,陳佳欣陳佳君,小光想製作一個數位教材，幫助就讀國小的弟弟學習。在製作教材前，他翻閱了教育心理學的課本，看到以下文字：「為了幫助學生將新學與舊學的內容產生關連，因此可以在數位教材中安排目錄、開頭動畫或是學習地圖來幫助學習者學習。」看完這段文字後，小光決定在教材前安排開頭動畫，希望能藉此讓弟弟學得更好。請問小光看到的理論是什麼？,"1.意元集組,    2.雙碼理論,    3.前導組體,    4.情節記憶,    ",3,前導組體、雙碼理論
12730408,陳佳欣陳佳君,真琴在日本是一位優秀的賽車高手，然而當她受邀來台灣參加比賽時，卻因為開車的座位不同而無法發揮實力，請問真琴是產生了認知心理學的何種現象?,"1.倒攝抑制,    2.順攝抑制,    3.倒攝助長,    4.順攝助長,    ",0,
12730409,陳佳欣陳佳君,國小一年級的小小試著將英文26個單字背起來，但不論怎麼複誦就是無法順利地背好所有字母，因此媽媽上youtube找英文單字兒歌給小小聽，讓小小藉由邊看邊聽的方式學習，最後小小終於學會這26個英文單字了。請問小小一開始無法將26個英文字母被起來是因為這些訊息無法存入哪一個記憶裡呢？媽媽使用兒歌的方式是哪種理論？,"1.感官記憶／自動化,    2.短期記憶／自動化,    3.短期記憶／雙碼理論,    4.長期記憶／雙碼理論,    ",4,感官記憶、短期記憶、長期記憶、雙碼理論
12730410,陳佳欣陳佳君,老李是參與過二戰的退休老榮民，對他來說二戰發生的種種事件都彷彿歷歷在目，無法忘記。他偶爾也會將那段往事說給孫子聽，孫子聽久了都能將這段歷史事件倒背如流了。請問二戰的事件能讓祖孫倆人存放在長期記憶裡的原因，分別是藉由哪種記憶？,"1.情節記憶／語意記憶,    2.語意記憶／情節記憶,    3.情節記憶／情節記憶,    4.語意記憶／語意記憶,    ",3,情節記憶、語意記憶、程序性記憶
