questionid,author,question,options,answer,concept
41910210,謝岱融邱妤甄,小蟹想要舉辦紙飛機比賽，希望每個人摺出屬於自己的紙飛機後進行比賽。在比賽之前，小蟹先教大家一種紙飛機的摺法，大家再依照這個方法，摺出各種不同的紙飛機。請問小蟹教大家摺紙飛機的行為，下列敘述何者錯誤?,"1.小明直接按照小蟹教的摺法，摺出一模一樣的飛機後進行比賽:直接模仿,    2.小將知道紙飛機該怎麼摺才能摺出飛得最好的紙飛機:自我增強,    3.小蟹先教大家摺紙飛機，屬於鷹架構築,    4.小香覺得自己的紙飛機摺的很棒，一定能得到第一名:自我效能,    ",0,超過一個答案
41910301,謝岱融邱妤甄,不需要訓練，就可以產生反應，稱為?,"1.A.非制約的反應,    2.中性刺激,    3.古典制約,    4.操作制約,    ",1,古典制約
41910302,謝岱融邱妤甄,中性刺激為何?,"1.第二次刺激,    2.持續刺激下的無反應,    3.對於被刺激物沒有任何的關係,    4.對於刺激物而言會有激烈的反應,    ",3,古典制約
41910303,謝岱融邱妤甄,何謂增強?,"1.加強印象,    2.強化好的行為,    3.排斥不好的行為,    4.懲罰,    ",2,增強
41910304,謝岱融邱妤甄,媽媽對小孩說，妳考的上好大學就給妳買iphone7，請問這是屬於?,"1.正增強,    2.負增強,    3.呈現型懲罰,    4.撤離型懲罰,    ",1,正增強、負增強
41910305,謝岱融邱妤甄,只要表現好就可以得到乖寶寶貼紙，集滿100張乖寶寶貼紙就可以跟老師話換一學期的ALL PASS。請問乖寶寶貼紙是屬於?,"1.原級增強物,    2.社會增強物,    3.活動增強物,    4.代幣增強物,    ",4,代幣增強
41910306,謝岱融邱妤甄,小明一直很想要買漫畫，但是零用錢不夠，於是選擇了偷竊，但馬上就被抓到，媽媽對於小明的偷竊行為非常不滿意，於是狠狠的打了小明，小明也因此知道下次不可以再犯了，請問這是屬於?,"1.正增強,    2.負增強,    3.呈現型懲罰,    4.撤離型懲罰,    ",3,撤離型懲罰、呈現型懲罰、正增強、負增強
41910307,謝岱融邱妤甄,媽媽在課本上看到了「普力馬原則」覺得很有趣，想要應用在小明身上，請問下列應用何者錯誤?,"1.如果把功課寫完，就可以去看電視!,    2.如果沒有把玩具收好，就一個禮拜不可以玩玩具!,    3.如果把青菜吃完，就可以玩iPAD!,    4.如果考試考100分，就可以去遊樂園玩!,    ",1,普力馬原則
41910308,謝岱融邱妤甄,老師在上課時，想要評估學生的學習情況，於是在每個禮拜二早上，都會進行小考，但有時候是考10題，有時候是考五題，只要全部答對的同學就可以獲得餅乾。請問老師所運用的增強物計制為下列何者,"1.固定比例，固定時距,    2.固定比例，不固定時距,    3.不固定比例，固定時距,    4.不固定比例，不固定時距,    ",0,
41910309,謝岱融邱妤甄,老師說這學期只要都沒有缺席，平時成績就可以拿到100分，小陳想要拿到100分，不管多不想去上課，都會逼迫自己起床去上課，請問這是屬於下列何者增強物及動機?,"1.內在增強物，外在動機,    2.內在增強物，內在動機,    3.外在增強物，外在動機,    4.外在增強物，內在動機,    ",3,外在增強物
41910310,謝岱融邱妤甄,下列關於增強，誰的觀念是錯誤的?,"1.小花:學生考不好，老師給予獎勵，希望他加油，下次考好一點是屬於正增強,    2.小陳:今年業績很好，老闆給予很高的年終獎金是屬於正增強,    3.小明:只要把作業在1個小時內寫完，就可以不用去打掃房間是屬於負增強,    4.小華:只要把玩具整理好，就可以不用去掃地是屬於負增強,    ",1,正增強、負增強
41910402,謝岱融邱妤甄,關於長期記憶，以下何者為非,"1.按照訊息的性質組成不同類別的知識,    2.訊息處理的最後階段,    3.記憶量為7+-2個單位,    4.沒有時間限制,    ",3,短期記憶、長期記憶
41910403,謝岱融邱妤甄,一個人存在腦海裡的編碼知識有很多種，沒有以下哪種,"1.情結記憶,    2.語意記憶,    3.程序記憶,    4.程式記憶,    ",4,記憶類型
41910404,謝岱融邱妤甄,"小美國小的時候在緊張的時候會下意識把嘴巴嘟起來用的蓬蓬的，大家都覺得很可愛，於是給他取了個綽號叫做麵包超人。
20年後辦了一場同學會，大家在忘記對方名字的陌生狀況下，卻看到有人嘟起嘴巴，瞬間想到這個人就是麵包超人小美，請問這是什麼原因?
","1.語意記憶,    2.情結記憶,    3.程序記憶,    4.遺忘,    ",1,語憶記憶
41910405,謝岱融邱妤甄,學生還沒有接觸教材之前，教師幫助學生初步瞭解所學的架構，請問這是?,"1.訊息處理論,    2.前導組體,    3.順攝,    4.倒攝,    ",2,前導組體
41910406,謝岱融邱妤甄,請問下列何者不屬於長期記憶,"1.情節記憶,    2.工作記憶,    3.語意記憶,    4.程序性記憶,    ",2,長期記憶
41910407,謝岱融邱妤甄,下列關於訊息處理理論的敘述，何者錯誤?,"1.程序性及陳述性記憶是屬於短期記憶,    2.記憶可以分為感覺、短期、長期,    3.無論屬於哪個記憶的知識都會遺忘,    4.訊息超過7±2可以透過意元集組來幫助自己記憶,    ",3,長期記憶
41910408,謝岱融邱妤甄,小花的大學朋友想約她一起去騎腳踏車，因為很久沒騎了，小花害怕得不敢踩踏板，但當小花鼓起勇氣的踩下第一次踏板後，變很順利的騎了起來，請問這是屬於下列觀念?,"1.感覺記憶,    2.短期記憶,    3.工作記憶,    4.自動化,    ",4,自動化
41910409,謝岱融邱妤甄,關於感官收錄、短期記憶、長期記憶下列敘述何者錯誤?,"1.三類記憶之間，是一種雙向式的前後交互關係,    2.三類記憶產生後，都可能產生遺忘的現象,    3.三類記憶產生後，都會表現出反應,    4.三類記憶不管有沒有遺忘，皆可順利提出,    ",0,題目語意需要再強化
41910410,謝岱融邱妤甄,下列關於訊息處理理論的敘述，何者錯誤?,"1.各個記憶間是交互作用的,    2.使用意元集組可以更容易的記起大量的資料,    3.透過複習可以加深對事物的印象,    4.感官收錄是只受到外界刺激後1分鐘以內的記憶,    ",1,IP模式、複習、感官收錄、意元集組
60900101,陳佳逸曾晟軒,"關於組織的敘述下列何者錯誤?
","1.指個體在處理事務時，能統合各種功能,    2.組織是個體生存的基本能力,    3.組織能力都是由簡單進而發展到複雜,    4.生物中只有人類具有組織能力,    ",2,組織
60900102,陳佳逸曾晟軒,"明揚因為之前學過騎腳踏車，學機車對她非常簡單，請問這是基模歷程的哪個階段?
","1.同化,    2.調適,    3.調整,    4.整合,    ",1,同化、調適
60900103,陳佳逸曾晟軒,皮亞傑認知發展學中，適應何種錯誤?,"1.適應是一種適應環境調整基模的歷程,    2.角色扮演的活動是調適的歷程,    3.同化是面臨新的刺激，略為調整即可成為新基模,    4.以上皆非,    ",3,同化、調適、適應
60900104,陳佳逸曾晟軒,"有一天塗婕在幼稚園調查兒童們的家庭狀況
塗婕：你有哥哥姊姊嗎?
品恩：有
塗婕：他叫什麼名字?
品恩：家心
塗婕：那家心有兄弟姊妹嗎?
品恩：沒有
請問品恩會這樣回答代表他是皮亞傑的認知發展期中的哪一階段?","1.前運思期,    2.形式運思期,    3.感覺動作期,    4.具體運思期,    ",1,倒返、前運思期
60900105,陳佳逸曾晟軒,嘉義的數學老師教學時，會盡量與學習者溝通，讓她說出他的看法及解題過程，如果他答對的話給予獎勵，如果答錯也不會罵他，會針對解題過程中的錯誤進行修正，請問嘉義的數學老師是根據何種理論?,"1.皮亞傑認知發展理論,    2.替代學習,    3.模仿學習,    4.鷹架理論,    ",0,
60900106,陳佳逸曾晟軒,"禹涵知道在海中生活的生物有魚類，所以看到企鵝在游泳時，也認為企鵝是魚類，但媽媽告訴她其實企鵝是鳥類，並不是所有在海中的生物都是魚類，請問禹涵的基模有了什麼變化?
","1.調適,    2.同化,    3.平衡,    4.失衡,    ",1,同化、調適
60900107,陳佳逸曾晟軒,桌上有一塊三色的方塊，弟弟看到了說這是一個黃色的方塊，哥哥說他看到了三個顏色所以方塊是三色塊，於是媽媽請哥哥教導弟弟方塊為何是三色而不是單色，但哥哥卻說自己不是老師不會教弟弟，請問哥哥跟弟弟的年齡總和可能為多少?,"1.9~18,    2.18~27,    3.2~7,    4.0~9,    ",0,哥哥的資訊不夠清楚
60900108,陳佳逸曾晟軒,威力在考試中答錯了許多題目，而每每則是得到了一百分，請問如果你是老師會給予威力與每每獎勵及懲罰?,"1.對每每說，你的想法很正確，做得很好；私下詢問威力對於題目的看法，並解釋答題時是如何抉擇出該答案後，再給予威力正確的觀念,    2.在課堂上表揚每每，並詢問威力對於題目的看法，並解釋答題時是如何抉擇出該答案後，再給予威力正確的觀念,    3.私下表揚每每，並於課堂詢問威力對於題目的看法，並解釋答題時是如何抉擇出該答案後，再給予威力正確的觀念,    4.給予每每與威力多下課十分鐘，以表揚他們認真答題，並重新複習考卷給予他們正確的觀念,    ",0,與主題不符
60900109,陳佳逸曾晟軒,巧珊的弟弟有兩顆糖果，巧珊看他羽球進步很多，又給他三顆糖果，巧珊的弟弟知道現在他有5顆糖果，但過了兩天她吃了兩顆後，巧珊問弟弟還有幾顆糖果，他卻不知道，請問巧珊的弟弟屬於哪個期?,"1.前運思期,    2.具體運思期,    3.形式運思期,    4.以上皆非,    ",1,不可逆、前運思期
60900110,陳佳逸曾晟軒,(a)美美看到桌上的球被媽媽用餐巾蓋住後，每每就認為球不見了(b)大雄是班上的數學高手，加減法都難不了他，請問a.b各是發展中的哪個時期?,"1.(a)感覺動作期、(b)具體運思期,    2.(a)前運思期、(b)感覺動作期,    3.(a)感覺動作期、(b)形式運思期,    4.以上皆非,    ",1,物體恆存、可逆、感覺動作期、具體運思期
60900201,陳佳逸曾晟軒,國文課上到的成語，見賢思齊、擇善而從，等在理論上屬於哪一個？,"1.鷹架理論,    2.社會學習論,    3.生物假說,    4.以上皆非,    ",2,楷模學習
60900202,陳佳逸曾晟軒,小新在看動感超人時，常常模仿他成為正義的代名詞，勇敢擊退壞人的樣子，請問這屬於何種模仿？,"1.直接模仿,    2.綜合模仿,    3.抽象模仿,    4.象徵模仿,    ",4,象徵模仿
60900203,陳佳逸曾晟軒,逐步養成，減少學習初期的錯誤率與失敗經驗，並且提供愈來愈少的支援，在類似於教育心理學中哪一個理論？,"1.鷹架理論,    2.社會學習論,    3.ｚｐｄ,    4.ａｒｃｓ,    ",0,題目語意需要再強化
60900204,陳佳逸曾晟軒,今天在餐廳，有一個小朋友不聽話，並氣得把盤子摔破，禹涵的爸爸看到了，告訴禹涵以後生氣的時候不能這樣，要好好溝通，請問這屬於社會學習論中的哪種學習?,"1.替代學習,    2.楷模學習,    3.理論學習,    4.快速學習,    ",0,題目語意需要再強化
60900205,陳佳逸曾晟軒,"(a)小梅看到爸媽使用筷子吃飯，也跟著用筷子吃飯(b)小梅修電線的人用樓梯爬高，又看到擦窗戶的工人用梯子往上爬，他想到在家書櫃太高時能爬高拿到書，請問這分別屬於模仿中的哪一種方式?
","1.(a)替代學習(b)楷模學習,    2.(a)直接模仿(b)綜合模仿,    3.(a)綜合模仿(b)直接模仿,    4.(a)楷模學習(b)替代學習,    ",2,直接模仿、綜合模仿
60900206,陳佳逸曾晟軒,保持、注意、再生、動機為觀察學習的四個歷程，順序為何，又小明學習到數學中的三角函數，並且能在困難的題目中運用學到的觀念解出答案，請問是四階段中哪一個?,"1.注意→保持→再生→動機，動機,    2.保持→注意→再生→動機，動機,    3.保持→再生→動機→注意，注意,    4.動機→保持→注意→再生，再生,    ",1,注意、保留、再生、動機、觀察學習四階段
60900207,陳佳逸曾晟軒,小時候學腳踏車時常常是先裝上輔助輪練習，直到基本的平衡和控制沒問題後，將輔助輪拆除，就會騎了，請問這是下列哪種理論的例子？,"1.鷹架理論,    2.認知發展理論,    3.社會學習論,    4.模仿學習,    ",1,鷹架
60900208,陳佳逸曾晟軒,在小燈泡事件後，許多人怕出現模仿及時飯等不良效應，是基於何種學習理論?,"1.鷹架理論,    2.建構主義,    3.社會學習論,    4.認知發展理論,    ",3,觀察學習
60900209,陳佳逸曾晟軒,以下有關學者與其理論配對何者正確?,"1.操作制約學習理論-保羅帕茲,    2.鷹架理論-維果茨基,    3.人類發展論-史金納,    4.自然主義-弗洛依德,    ",2,
60900210,陳佳逸曾晟軒,關於鷹架理論的敘述何者正確?,"1.根據鷹架理論，教學給予的支持應該越來越少,    2.鷹架隨時能拆除,    3.鷹架理論為斯金納提出,    4.鷹架理論後來被帕夫洛夫推翻了,    ",1,鷹架
60900301,陳佳逸曾晟軒,"古典制約理論是誰提出的? 
","1.帕夫洛夫,    2.保羅帕茲,    3.蔡英文,    4.里斯特,    ",1,
60900302,陳佳逸曾晟軒,"禹涵今天比賽第一名，回家爸爸說辛苦了，今天不用打掃家裡，請問爸爸這種這句話是對禹涵的什麼行為 ?
","1.負懲罰,    2.撤離形懲罰,    3.負增強,    4.獎勵法,    ",3,負增強
60900303,陳佳逸曾晟軒,編序教學法是基於下列何種主義(或學派)所產生？,"1.行為主義,    2.人文主義,    3.制約理論,    4.文義復興,    ",1, 
60900304,陳佳逸曾晟軒,訓練師透過獎勵的方式訓練動物，請問是運用哪個原則?,"1.認知心理學,    2.行為主義,    3.模仿理論,    4.以上皆非,    ",2,增強
60900305,陳佳逸曾晟軒,利用懲罰與獎勵來制約的學派維和?,"1.行為主義,    2.基督教,    3.認知學派,    4.條件理論,    ",1,增強
60900306,陳佳逸曾晟軒,禹涵的爸爸說他考試100分就給他100支球拍當作獎勵，禹涵為此很努力準備考試，結果還是考了0分，最後爸爸還取消他一個月零用錢，請問前後兩種分別是何種獎懲方式?,"1.正增強、撤離性懲罰,    2.順攝抑制、撤離性懲罰,    3.正增強，副增強,    4.誇飾法、撤離性懲罰,    ",1,正增強、負增強、呈現型懲罰、撤離型懲罰
60900307,陳佳逸曾晟軒,小張聽說狗狗小時候常常經過多次訓練，例如，他跟你握手就給他零時或到廁所小便就給予獎勵，最後他就會跟你握手，也不會隨地大小便，請問這屬於哪一種理論?,"1.刺激,    2.制約,    3.感染,    4.針對,    ",2,制約
60900308,陳佳逸曾晟軒,大大今天自己在家沒有弄亂家裡，爸爸很開心買了新的床給他，但新的床一到，大大馬上把他抓破了，爸爸罰他不能吃飯，請問床是行為主義中和種東西，又被罰不能吃飯是何種行為?,"1.燒杯、撤離性懲罰,    2.進測發展區、負增強,    3.增強物、撤離性懲罰,    4.增強物、負增強,    ",3,增強物、撤離型懲罰
60900309,陳佳逸曾晟軒,"正增強是指做對時給予獎勵刺激的行為，請問下列何者屬於正增強的例子?
","1.小明比賽第一名，爸爸買一雙鞋子給他,    2.小明考試100分，爸爸讓他回家休息不用洗碗,    3.小明考試不及格，爸爸罰他不能吃飯,    4.小明考試不及格，爸爸罰他不能看電視,    ",1,正增強、負增強、呈現型懲罰、撤離型懲罰
60900310,陳佳逸曾晟軒,撤離行懲罰與負增強的比較何者正確?,"1.小明考試很高分，爸爸讓他不用洗碗是撤離形成罰,    2.小明考試很低分，爸爸讓他去刷廁所，是負增強,    3.小明考試很高分，爸爸讓他不用洗碗，是負增強,    4.以上皆非,    ",3,正增強、負增強、呈現型懲罰、撤離型懲罰
60900401,陳佳逸曾晟軒,長期記憶包括何種?(1)程序性記憶(2)語意記憶(3)陳述性記憶(4)工作記憶,"1.1、2,    2.1、2、3,    3.2、3,    4.3,    ",2,長期記憶
60900402,陳佳逸曾晟軒,小名想了解自閉症兒童的思考方式及解決問題的方式，是否跟一般兒童有不一樣。李教授應該是什麼的專家？,"1.認知心理學,    2.發展心理學,    3.社會心理學,    4.生理心理學,    ",1,
60900403,陳佳逸曾晟軒,蓋聶(R. Gagné)學習階層的後四個階層：辨別學習、概念學習、原則學習及問題解決， 符合下列哪一理論？ ,"1.行為主義心理學,    2.認知心理學,    3.發展心理學,    4.人本心理學,    ",2,
60900404,陳佳逸曾晟軒,訊息處理論中雙向的心理運作歷程，可將外在的具體物理事件轉換為抽像的心理事件，也可隨時取出核對，從而認識該事件的心理表徵稱為 ,"1.譯碼,    2.編碼,    3.檢索,    4.意碼,    ",1,譯碼
60900405,陳佳逸曾晟軒,老師在教學如何製作ppt時，告訴同學單頁行數最好為7加減2是因訊息處理理論中的何種記憶方式?,"1.感官收錄,    2.短期記憶,    3.長期記憶,    4.意元集組,    ",2,短期記憶
60900406,陳佳逸曾晟軒,教學生學習任何科目，不是對學生灌輸固定知識，而是啟發學生主動去求取該知識，請問這觀念是誰提出的?,"1.布魯納,    2.拿破崙,    3.斯金納,    4.桑待克,    ",1,
60900407,陳佳逸曾晟軒,已知x>y，y>z，則可推斷x>z，能知道學習者已到何種程度?,"1.符號表徵,    2.動作表徵,    3.形象表徵,    4.外表表徵,    ",0,
60900408,陳佳逸曾晟軒,有意義的學習，只能產生於學生有充備的先備知識，此話出自於何種學說?,"1.意義學習論,    2.古典學習理論,    3.社會學習論,    4.經典學習論,    ",1,意義學習
60900409,陳佳逸曾晟軒,何者敘述錯誤?,"1.任何程序性知識，都必須包括部分陳述性知識,    2.學校教學科目中的數理科不屬於程序性知識,    3.利用瑣碎時間背英文單字，為隨時運用短期記憶，讓學到的單字轉入長期記憶中,    4.在認識相似字時，通常是因運作記憶而加深相似字的記憶,    ",2,複誦、程序性知識
60900410,陳佳逸曾晟軒,已經高中的小名發現，有些單元國小或國中已經上過一樣的了，只是將內容加深加廣，請問這是哪位學者提出的何種方式?,"1.斯金納、重複學習理論,    2.布魯納、螺旋課程,    3.蔡英文，新制教育論,    4.皮亞傑，認知發展,    ",2,螺旋課程
75940101,黃雨柔廖昱雯,皮亞傑的「三山實驗」是在說明前運思期的兒童在思考時具有何種特性？ ,"1.自我中心主義 ,    2.不可逆性,    3.知覺集中傾向 ,    4.物體恆存概念,    ",1,自我中心
75940102,黃雨柔廖昱雯,形式運思期的青少年在思維方式上的能力，以下何者不是?,"1.假設推理能力,    2.抽象思考,    3.問題解決能力,    4.不可逆性思考,    ",4,形式運思期
75940103,黃雨柔廖昱雯,下列何者是具體運思期兒童的認知發展特徵？,"1.憑直覺思考，以自我為中心,    2.未具備運用語文及抽象符號的能力 ,    3.具有序列及遞移的能力,    4.具有物體恆存的概念,    ",3,具體運思期
75940104,黃雨柔廖昱雯,翔翔與媽媽一同去公園玩，有一隻小狗跑了過來，翔翔和媽媽說那是貓咪，媽媽和翔翔糾正過後，翔翔就再也不會認錯。請問翔翔的行為屬於下列哪一種?,"1.同化,    2.基模,    3.模仿,    4.調適,    ",4,同化、調適
75940105,黃雨柔廖昱雯,以下對皮亞傑認知發展論的敘述，何者為非？,"1.對不同個體而言，各特徵出現的時間是差不多的,    2.各階段的前後順序不變,    3.各階段個體基模的功能特徵是不同的 ,    4.各階段之間有連續性,    ",0,題意需要再更清楚些
75940106,黃雨柔廖昱雯,關於皮亞傑認知發展論中適應(adaptation)的主張，下列敘述何者不正確?,"1.適應是一種因應環境，調整基模的歷程,    2.適應是認知通過同化與調適達成平衡化的歷程,    3.由於發展及環境改變，認知的平衡化並不穩定,    4.一旦產生失衡，兒童會依序進行同化和調適的歷程,    ",4,適應
75940107,黃雨柔廖昱雯,八歲的小明是一個處於具體運思期的兒童，他的哥哥大華則是屬於形式運思期的青少年。根據皮亞傑的認知發展論，大華與小明認知能力最明顯的差異為下列何者？,"1.序列化,    2.假設演繹推理,    3.遞移能力,    4.可逆性思考,    ",2,具體運思期、形式運思期
75940108,黃雨柔廖昱雯,媽媽買了一瓶胖胖杯的紅茶，在柔柔面前倒在瘦長型杯子中，柔柔認為瘦長型杯子的紅茶比較多，請問根據上列描述，柔柔正處於認知發展中的哪一個階段並具有什麼特性?,"1.具體運思期、可逆性思考,    2.前運思期、專注現象,    3.感覺動作期、物體守恆,    4.形式運思期、不可逆性思考,    ",2,專注現象、前運思期
75940109,黃雨柔廖昱雯,九歲的小傑與五歲小智因爭奪玩具吵架，以猜拳方式決定誰先玩，小智先問小傑「你待會要出什麼？」小傑就老老實實的告訴小智他要出哪種拳，小傑也反問，小智告訴他「我還沒決定！」最後小智贏，小傑輸的不甘心躺在地上大哭。請問小智跟小傑分別處於認知發展中的哪一個階段呢?,"1.小智-感覺動作期、小傑-具體運思期,    2.小智-形式運思期、小傑-具體運思期,    3.小智-具體運思期、小傑-前運思期,    4.小智-前運思期、小傑-感覺動作期,    ",0,
75940110,黃雨柔廖昱雯,有關皮亞傑的認知發展理論的敘述，下列何者正確？,"1.小星正處於具體運思期，總是認為大家看到的世界都跟我一樣 ,    2.小光正處於感覺動作期，當手指放在小光的手掌心，小光就會握緊它 ,    3.小亮正處於前運思前期，已經能理解烏鴉為了喝瓶子裡的水，啣石子丟入瓶內的道理,    4.小立正處於形式運思期，無法進行抽象思考 ,    ",2,感覺動作期、前運思期、具體運思期、形式運思期
75940201,黃雨柔廖昱雯,關於維高斯基的認知發展論，下列何者錯誤?,"1.社會文化影響個人認知發展,    2.合作學習是此理論的應用,    3.發展先於學習,    4.認知思維與符號系統有密切關係,    ",3,維高斯基的認知發展論
75940202,黃雨柔廖昱雯,下列關於建構主義的敘述何者錯誤?,"1.藉由學生自己發現或應用觀念的方式學習 ,    2.學習的過程是一種社會互動的關係 ,    3.自我調整學習不是建構主義的產物 ,    4.鷹架作用是建構學習的觀點,    ",3,建構主義
75940203,黃雨柔廖昱雯,老師在課堂上示範跆拳道動作，立即給了學生三十分鐘練習，學生模仿及觀察老師的動作。請問學習者正處於哪個階段?,"1.再生,    2.注意,    3.動機,    4.保留,    ",1,保留、再生
75940204,黃雨柔廖昱雯,小晴見到別的幼兒因打針而恐懼大哭，而學到打針是可怕的經驗，有時也會表現與模仿同樣或類似的激烈反應，這是以下何種？,"1.替代學習,    2.自我調節,    3.刺激類化 ,    4.情感轉移,    ",1,替代學習
75940205,黃雨柔廖昱雯,下列何者為維高斯基(Vygotsky)所提出的「近側發展區」? ,"1.學習者在沒有成人協助下，可以自行完成,    2.學習者獨自無法完成，但在較有能力者的協助下可以完成 ,    3.學習者可以使用前一發展階段的認知能力，來協助後一發展階段的學習課題 ,    4.學習者可以達到最高發展階段,    ",2,近側發展區
75940206,黃雨柔廖昱雯,有關近側發展區（簡稱 ZPD）的敘述，下列何者錯誤？,"1.從實際發展水平延至可能發展區,    2.指的是成人未來潛能所能發展的最大區域,    3.每個兒童的近側發展區不完全一樣 ,    4.介於個體能力所能達到的水平與他人協助後可能達到的水平之間,    ",2,近側發展區
