questionid,author,question,options,answer,concept
2000304,柯家媛,如果小孩子跌倒哭了，你很心疼的趕快去扶他，這樣下次他跌倒的時候，並不會試著自己站起來，而會邊哭邊看著旁邊的人甚麼時候會扶他起來。因為他從經驗中學習到跌倒時做這樣的行為，可以得到他所想要的東西，請問這是屬於何種行為主義理論?,"1.Pavlov的古典制約,    2.Skinner的操作制約,    3.塑造,    4.類化,    ",2,古典制約、操作制約
2000305,柯家媛,勤勤上教心課非常認真又會勤做筆記，這學期也全勤，老師念在他這麼努力的份上給他「不用考期末考的權利」，順便給班上同學做當楷模。請問老師是用何種增強機制?,"1.正增強,    2.負增強,    3.呈現型增強,    4.撤離型增強,    ",1,正增強、負增強
2000401,柯家媛,下列何種不屬於長期記憶?,"1.情節記憶,    2.工作記憶,    3.語意記憶,    4.程序性記憶,    ",2,工作記憶
2000402,柯家媛,世忠老師上音訊課時介紹如何組裝音響，老師先把流程圖投影到銀幕，再請同學跟著一起唸出步驟的口訣，請問老師是利用甚麼理論加深同學對音響組裝的印象?,"1.語意記憶,    2.程序性記憶,    3.意元集組,    4.雙碼理論,    ",4,雙碼理論
2000403,柯家媛,海琳是一位出色的芭蕾舞舞者，但因為又熙眼紅而陷害使他的腳被碎玻璃割傷，休養了一個月。原本海琳很擔心會因為休養一個月使舞步生疏而無法趕上期末表演，但所幸養傷完的狀況還是跟以前一樣好，請問如何解釋為什麼?,"1.舞步已經牢牢地儲存在程序型記憶,    2.海琳利用雙碼理論記住舞步，使舞步無法忘懷,    3.複雜的舞步只要運用意元集組記熟就不會忘了,    4.練習時的情節海琳深深記著，只要從情節記意翻出即可,    ",1,程序型記憶
2000404,柯家媛,晴晴的英文很好，他希望利用大學時間修習第三外語—德文，晴晴覺得德文概念跟英文相像，所以學的如魚得水，請問何種概念可以解釋上述情境?,"1.順攝抑制,    2.順攝助長,    3.倒攝抑制,    4.倒攝助長,    ",2,順攝抑制、順攝助長、倒攝抑制、倒攝助長
2000405,柯家媛,有天，愛因斯坦的朋友要愛因斯坦記下他的電話號碼，但愛因斯坦並未拿出紙筆記錄。那位朋友說:「拿出紙記一下吧!我的電話很難記的!」愛因斯坦卻回他:「你說吧!我聽著!」朋友:「24361。」愛因斯坦笑笑著回應:「這有什麼難的，兩打與十九的平方，我記住了!」請問愛因斯坦是利用何種方式記住電話號碼?,"1.語意記憶,    2.雙碼理論,    3.程序性記憶,    4.意元集組,    ",4,意元集組
8630101,徐郁雯,對於皮亞傑認知發展論，請選擇正確的選項。,"1.處於前運思期的人在思考上具有可逆性的概念,    2.處於感覺動作期的人具有物體恆存的概念,    3.處於具體運思期的人能夠進行抽象思考,    4.處於形式運思期的人在思考上較自我中心,    ",0,
8630102,徐郁雯,請問下列哪一位小朋友屬於皮亞傑認知發展論的形式運思期？,"1.能夠將碗筷按照大小排列在櫥櫃裡的小櫻,    2.能夠利用未知數（例如：x,y,z）處理數學題目的清人,    3.認為光泉牛奶跟瑞穗鮮乳不屬於同一種飲料的賈修,    4.完全不會用減法計算數學題的蒂歐,    ",2,抽象思考、形式運思期
8630103,徐郁雯,卡卡西老師用兩個大小不同的盤子裝著一樣的蘋果，大盤子給五歲的鳴人，小盤子給十歲的佐助。鳴人拿到盤子的時候便很生氣的說：「為什麼佐助的蘋果比我的大顆呢？」聽到鳴人的反應，佐助回答：「我們的蘋果其實一樣大，只是盤子的大小讓我們有蘋果不一樣大的錯覺。」從兩人的反應，我們可以得知（甲）鳴人屬於具體運思期（乙）鳴人屬於前運思期（丙）佐助屬於具體運思期（丁）佐助屬於前運思期,"1.甲、丙,    2.乙、丙,    3.甲、丁,    4.乙、丁,    ",4,專注現象、前運思期、具體運思期
8630104,徐郁雯,有一天，媽媽帶著大陸去看舞台劇，大陸指著舞台跟媽媽說：「那是一個大平台！」，當布幕被拉起來時，大陸又告訴媽媽：「那不是大平台！」請問大陸處於皮亞傑認知發展論中的哪一個階段？,"1.感覺動作期,    2.前運思期,    3.具體運思期,    4.形式運思期,    ",2,專注現象、前運思期
8630105,徐郁雯,數碼世界的玄內爺爺想要測試被選召的孩子對於數學的理解程度，舉辦了一個數學小比賽。第一題是「A>B，B>C，請由此推論出A、B、C的大小關係」，請問下列三個小孩中，誰能夠答對這個題目呢？,"1.不會減法計算的阿武,    2.還在上幼稚園的啟人,    3.能夠用未知數解題的阿助,    4.媽媽把桌上的蘋果放進包包，就以為蘋果已經消失的小光,    ",3,遞移、前運思期、不可逆、物體恆存
8630201,徐郁雯,佐助曾經看到鳴人在水邊玩耍而摔進湖裡溺水，於是從此都不敢靠近水邊。請問以上情形屬於社會學習理論的何種概念？,"1.楷模學習,    2.替代學習,    3.正增強,    4.懲罰,    ",2,替代學習
8630202,徐郁雯,老師在上課時讚揚表現好的同學，並且給予他好寶寶貼紙當作獎勵，希望其他同學也能夠跟隨這些人的腳步。請問以上情境屬於社會學習理論的哪一個概念？,"1.楷模學習,    2.替代學習,    3.自我調整,    4.自我增強,    ",1,楷模學習
8630203,徐郁雯,（甲）阿光看見塔矢亮因為表現良好而提升了段位，決定要跟上他的腳步，每天努力回家與佐為進行對弈。（乙）在對弈的過程中，阿光發現自己總是在執黑子時，第一手就下在天元，因此不容易在對手的地盤進行包圍導致陷入苦戰，於是他之後便改變了這樣的做法。請依照以上情境做出正確的配對。,"1.（甲）替代學習、（乙）自我調整,    2.（甲）楷模學習、（乙）替代學習,    3.（甲）楷模學習、（乙）自我調整,    4.（甲）替代學習、（乙）楷模學習,    ",2,楷模學習、自我調整
8630204,徐郁雯,有一天，龍崎教練發覺將一般球員與校隊球員各自分開練習時，一般球員的進步速度特別的緩慢，於是他決定要讓校隊球員帶領一般球員一起進行練習。而一般球員透過與校隊球員的互動，進步速度變得比之前還要快了。請問以上情境屬於下列何種概念？,"1.認知學徒制,    2.ZPD,    3.自我調整學習,    4.鷹架構築,    ",4,鷹架構築
8630205,徐郁雯,電玩遊戲經常在遊戲剛開始時進行新手教學，讓玩家能夠熟悉基本操作，而在新手教學結束後，不再給予任何操作提示。請問「新手教學後不再給予提示」屬於建構主義的哪一個概念？,"1.發現學習,    2.ZPD,    3.鷹架構築,    4.鷹架撤除,    ",4,鷹架構築、鷹架撤除
8630301,徐郁雯,洛克人EXE的利卡爾博士在一次的網路對戰比賽中，使用了黑暗晶片犯規，因此被比賽方下令永久禁賽。請問以行為主義而言，利卡爾博士被施予了何種處置？,"1.正增強,    2.負增強,    3.呈現型懲罰,    4.撤離型懲罰,    ",4,負增強、撤離型懲罰、呈現型懲罰
8630302,徐郁雯,小丹尼每天都有看兩小時電視的時間，但他總是為了看晚上六點的美少年戰士而忘記寫學校作業，於是媽媽想到可以用在大學時學的「普力馬原則」來改善小丹尼的壞習慣。請問媽媽應該怎麼跟小丹尼說呢？,"1.「只要你先把作業寫完，我就買整套美少年戰士的CD給你。」,    2.「只要你在學校先把作業寫完，回來就可以看電視了。」,    3.「如果你不寫完作業，你就一個禮拜不能看電視。」,    4.「如果你不寫完作業，我就要生氣囉。」,    ",2,普力馬原則
8630303,徐郁雯,（甲）桐人在艾恩葛朗特第74層中，以必殺技「星爆氣流斬」擊敗了魔王閃耀魔眼，獲得了水晶。（乙）身為同伴的亞絲娜看到桐人傑出的表現，決定也要努力讓自己變強。請依照以上情境選擇正確的選項。,"1.（甲）負增強、（乙）替代學習,    2.（甲）正增強、（乙）替代學習,    3.（甲）負增強、（乙）楷模學習,    4.（甲）正增強、（乙）楷模學習,    ",4,正增強、負增強、楷模學習、替代學習
8630304,徐郁雯,在電玩遊戲的機制中：（甲）玩家可能會因為操作技術不佳導致操控角色受到傷害，血量會因此減少。（乙）而玩家如果有熟練的操作技術，就能完成任務，得到戰利品、遊戲金幣等等。請依照以上情境選擇正確的選項。,"1.（甲）撤離型懲罰、（乙）負增強,    2.（甲）呈現型懲罰、（乙）正增強,    3.（甲）撤離型懲罰、（乙）正增強,    4.（甲）呈現型懲罰、（乙）負增強,    ",2,正增強、負增強、撤離型懲罰、呈現型懲罰
8630305,徐郁雯,神奇寶貝超世代中的小遙是個優秀的協調訓練家，她在華麗大賽開始前都會訓練她的神奇寶貝「小卡比獸」。她發明了兩種訓練法：（甲）只要小卡比獸能在五秒內完成指定的動作，她就會給予一個零食作為獎勵，反之則什麼都不給。（乙）在限定時間內不管小卡比獸有沒有做出指定動作，都不會給予零食，但她會告訴他做得好不好。請依照以上情境選擇正確的選項配對。,"1.（甲）屬於固定比例時制、（乙）屬於固定比例時制,    2.（甲）屬於固定時距時制、（乙）屬於固定時距時制,    3.（甲）屬於固定比例時制、（乙）屬於固定時距時制,    4.（甲）屬於固定時距時制、（乙）屬於固定比例時制,    ",2,固定時距、不定時距、固定比例、不定比例
8630401,徐郁雯,藤原拓海是一名擅長甩尾的賽車手，他在一次的比賽中發生意外重傷住院，長達一年沒有再進行賽車訓練。拓海很害怕自己沒辦法做出像以往一樣漂亮的甩尾，總是逃避訓練。請問我們能夠如何說服拓海讓他相信自己能夠做到呢？,"1.拓海可以藉由背誦甩尾的步驟，建立甩尾的基模,    2.拓海只要坐上駕駛座，視覺與觸覺的感官記憶便會引導他進行甩尾的動作,    3.甩尾屬於程序性記憶，藉由反覆練習可以進入自動化模式,    4.拓海可以藉由反覆練習來喚醒甩尾的工作記憶,    ",3,程序性記憶、自動化 
8630402,徐郁雯,教科金城武在玩電玩「小朋友齊打交」時，一開始需要一邊背誦與回憶角色的出招順序與招式表的內容，但現在已經不需要特別思考也可以直接配對出相對應的指令與角色招式。請問上述情形能夠用以下哪一種概念來解釋？,"1.基模修正,    2.自動化,    3.編碼,    4.工作記憶,    ",2,自動化
8630403,徐郁雯,漢吉的好朋友莉露姆被施了一個魔法，因此變成了花朵，只要在五秒內背誦出複雜的繞口令咒語就能解除莉露姆的魔法。漢吉發現這個咒語其實有一些排列的原則可循，因此將咒語分段背起來，很快就解除魔法了。請問漢吉使用了以下何種概念來解除魔法？,"1.IP Model,    2.雙碼理論,    3.類化,    4.Chunking,    ",4,Chunking
8630404,徐郁雯,學測將近，歷史老師為班上同學進行世界歷史的總複習。老師在講解各大洲歷史的同時，也會告訴同學一些記憶年代的口訣。請問老師運用了以下何種概念？,"1.工作記憶,    2.情節記憶,    3.程序記憶,    4.語意記憶,    ",4,語意記憶
8630405,徐郁雯,勇者錡哥前去拯救被魔王關在地牢裡的公主小瑩，要拯救小瑩就必須在魔王的「記憶力大考驗」中獲得勝利。在這個考驗中，有使用聲音搭配一串雜亂不分段的咒文呈現，因此勇者錡哥便運用了_________來迎戰，輕鬆的戰勝了魔王。請在下列選項中選擇空格中的答案。,"1.雙碼理論,    2.Chunking,    3.IP Model,    4.類化,    ",1,雙碼理論
5820101,曾靖芮,請問關於發展連續論，下列敘述何者「不」正確?,"1.發展連續論為皮亞傑提出,    2.發展連續論強調環境的重要性,    3.發展不連續論強調先天的影響,    4.發展連續論也覺得先天有影響人類發展,    ",2,發展連續論
5820102,曾靖芮,請問下列敘述何者正確?,"1.「小明看見海豚在海裡游就像魚一樣，於是他指著海豚跟爸爸說那是魚」，爸爸聽到後跟他說，海豚不是魚，是哺乳類。「」中的敘述為小明的基模。,    2.小明看見海豚在海裡游就像魚一樣，於是他指著海豚跟爸爸說那是魚，「爸爸聽到後跟他說，海豚不是魚，是哺乳類」。「」中的敘述為小明的基模。,    3.小艾知道iphone是一款智慧型手機，可以接電話、傳line、寄信等等，現在他也換了一款智慧型手機，所以他知道他現在這支手機也有相同功能，上述為調適現象。,    4.小艾知道iphone是一款智慧型手機，可以接電話、傳line、寄信等等，現在他也換了一款智慧型手機，所以他知道他現在這支手機也有相同功能，上述為小艾本身的基模。,    ",1,基模、同化、調適
5820103,曾靖芮,請問下列關於皮亞傑認知發展論排序何者正確?,"1.前運思期>形式運思期>感覺動作期>具體運思期,    2.感覺動作期>前運思期>具體運思期>形式運思期,    3.感覺動作期>具體運思期>前運思期>形式運思期,    4.感覺動作期>形式運思期>前運思期>具體運思期,    ",2,發展階段論
5820104,曾靖芮,人類從出生就會開始建立基模，從曾經知道的知識中，將新的知識融入自己的基模中，屬於「」；當新事物不同於原本認知的基模，將會改變原本的基模，變成新的基模，屬於「」。請問框框中應填入那些名詞？,"1.調適；同化,    2.適應；同化,    3.同化；調適,    4.同化；適應,    ",3,同化、調適
5820105,曾靖芮,小光很喜歡疊積木，他總喜歡把積木從小排到大，也很喜歡算數學，無論是加法減法都難不倒他，請問根據以上敘述，小光是屬於哪一認知發展階段並且具有那些特性?,"1.前運思期-專注現象、可逆性,    2.具體運思期-序列化、可逆性思考,    3.形式運思期-抽象概念、遞移能力,    4.具體運思期-遞移能力、可逆性思考,    ",2,序列化、可逆、具體運思期
5820201,曾靖芮,請問根據班杜拉的觀察學習四個階段，下列排序何者正確？,"1.動機＞再生＞注意＞保留,    2.保留＞再生＞注意＞動機,    3.再生＞注意＞保留＞動機,    4.注意＞保留＞再生＞動機,    ",4,觀察學習四階段
5820202,曾靖芮,"請問Hammi在上英語會話時，老師會指定學生們喊123，喊到同一個數字的會在同一組，因為是老師指定，所以會剛好讓一些程度差的同學與程度好的同學在同一組，互相幫助，雖然在對話練習時都有些難度，但當學生需要幫助時，老師都會給予協助，所以對話都能完成，請問這堂英語會話課，老師「沒有」運用到下列何種概念?
","1.合作學習,    2.鷹架構築,    3.鷹架撤除,    4.近側發展區,    ",0,"3,4都是答案"
5820203,曾靖芮,美美不會吹直笛，美美的姐姐為了教會他一「開始一步一步的教他」，美美慢慢的學會了，美美的姐姐開始不一步一步的教他，等到美美詢問她才會指導美美，請問框框中的動作是屬於下列哪一種理論？,"1.鷹架撤除,    2.鷹架構築,    3.近側發展區,    4.私自話語,    ",2,鷹架構築
5820204,曾靖芮,請問下列敘述何者正確？,"1.楷模學習為看到別人做得好就會想學習他,    2.楷模學習為分辨好與壞的行為，去判斷他，且選擇學習與不學習,    3.替代學習為看到不好的行為，去指責他，告訴他不能這樣做,    4.替代學習為觀察行為後果得到削弱產生學習,    ",1,替代學習、楷模學習
5820205,曾靖芮,小美在預習時會自己一個人朗誦書本中的文字，讓自己理解，一邊大聲對自己說話，小名看到後也跟著這麼做，漸漸的他開始輕聲說出這些朗讀文字，最後他藉由私自話語來指導自己怎麼做，且他也開始慢慢知道自己用什麼樣的讀書方法最有效率，且當表現不如意時，也知道怎麼樣修改會讓狀況改善，也會在表現好時獎勵自己，讓自己吃自己喜歡吃的，請問上述情境運用到了哪些社會學習與鷹架理論？,"1.後設認知強、鷹架撤除、自我激勵,    2.後設認知強、鷹架構築、自我效能,    3.後設認知弱、鷹架撤除、自我激勵,    4.後設認知強、鷹架構築、自我激勵,    ",0,
5820301,曾靖芮,「小明習慣在吃便當時先把不喜歡的菜先吃掉，再吃自己喜歡的菜。」上述文字請問與行為主義中哪一概念相符？,"1.普力馬原則,    2.原級增強物,    3.外在增強物,    4.代幣增強物,    ",1,普力馬原則
5820302,曾靖芮,美美最喜歡在上國文課舉手回答問題，老師就會發給她「好寶寶貼紙」，好寶寶貼紙集滿10個就可以換禮物。請問以上敘述中包括下列哪些概念？,"1.削弱；社會增強物,    2.正增強；代幣增強物,    3.負增強；原級增強物,    4.正增強；內在增強物,    ",2,代幣增強物、正增強
5820303,曾靖芮,Colden是一隻貓，只要聞到食物味，他就會自動靠過去，他的主人會嘴巴喊口令，例如：坐下，配合輕拍地板的手勢，一開始Colden都不理他，後來主人搭配只要照做就餵食物，Colden就做了，請問關於以上敘述，下列何者正確?,"1.只要聞到食物味，他就會自動靠過去，屬於行為。,    2.上述屬於操作制約，有刺激才會有行動。,    3.喊口令、輕拍地板由中性刺激轉變為制約刺激。,    4.上述情境與Skinner史肯納提出之理論相同。,    ",3,制約理論
5820304,曾靖芮,爸爸對四年級的小美說，只要妳這次5科都考100分，我就發給妳500元獎金，也可以一星期不用倒垃圾，小美為了500元和不用倒垃圾很努力的準備考試，最後拿到了500元也可以不用倒垃圾一週了。請問關於以上敘述下列何者正確？,"1.500元獎金屬於代幣增強物，小美可以去買她自己喜歡的東西。,    2.一星期不用倒垃圾，屬於增強中的負增強，能夠強化好的行為。,    3.500元獎金屬於次級增強物，屬於社會增強物的一種。,    4.500元獎金為外在增強物，與內在增強物相比更為重要。,    ",2,正增強、負增強、外在增強物、原級增強物、次級增強物
5820305,曾靖芮,請問下列敘述何者不正確？,"1.小海解完3題數學題，就給他一個好寶寶貼紙，這是屬於固定比例，歸類於頻率的部分。,    2.美美在國中時期的小考和抽考屬於行為理論中的不定時距概念，歸類於時距部分。,    3.粉粉在上鋼琴課時，只要學完一首曲子老師就會給他一顆糖果當獎勵，直到她考完鋼琴檢定考，上述行為屬於塑造。,    4.給予增強的時機與立即性對於學習者的影響不大，也無需對學習者解釋實施增強原因，學習者就能自動達到增強效果。,    ",4,固定比例、不定比例、固定時距、不定時距、增強、塑造
5820401,曾靖芮,請問下列敘述何者正確？,"1.IP模式又稱訊息處理理論，當中的短期記憶又稱工作記憶。2.IP理論中在進入短期記憶前一定會經過長期記憶。   3.長期記憶不會透過提取短期記憶中的記憶來當作基模。  4.感官收錄與短期記憶與長期記憶都會被遺忘。,    ",1,IP模式
5820402,曾靖芮,小美在今年過年學了很多關於雞年的吉祥話，第一句吉祥話記的最熟，最後一句也記的最熟，請問以上敘述屬於認知心理學的哪兩個概念？,"1.順攝抑制；初始效應,    2.初始效應；新近效應,    3.倒攝抑制；新近效應,    4.初始效應；順攝抑制,    ",2,初始效應、新近效應
5820403,曾靖芮,"Lulu在背英文單字時會將同一類型的單字整理在一起，並且在每一類型中不會超過9個單字，且他會播放配合他記憶的單字CD，讓他更容易將單字記起來，請問Lulu運用了認知心理學中的那些概念？ 
(a) Chunking異元集組 
(b) 雙碼理論 
(c) 5-9的單元
(e) 工作記憶 
(f) 長期記憶 
(g) 感官記憶","1.abe,    2.bcf,    3.abc,    4.cfg,    ",3, Chunking、雙碼理論、工作記憶 
