questionid,author,question,options,answer,concept
12730201,陳佳欣陳佳君,請問班杜拉提出的觀察學習的四階段依序為何?,"1.動機→注意→保持→再生,    2.注意→動機→保持→再生,    3.注意→保持→動機→再生,    4.注意→保持→再生→動機,    ",4,觀察學習四階段
12730202,陳佳欣陳佳君,班杜拉對自律行為提出三階段歷程理論，以下何者非此理論的概念?,"1.自我觀察,    2.自我評價,    3.自我強化,    4.自我認同,    ",4,自律階段、自我觀察、自我評價、自我強化  
12730203,陳佳欣陳佳君,Vygotsky提出一個理論指出教師可以利用各種介入的方式幫助孩子發展，以使孩子能從旁人給予協助的表現進步到能自己獨立完成任務。請問他提出的這個理論的英文為何?,"1.zone of promotable development,    2.zone of processible development,    3.zone of proximal development,    4.zone of improvable development,    ",3,zone of proximal development
12730204,陳佳欣陳佳君,社會學習論中有四種不同的模仿方式，請問學習者楷模多人的行為而形成   自己的行為是屬於哪一種楷模方式?,"1.直接模仿,    2.綜合模仿,    3.抽象模仿,    4.象徵模仿,    ",2,綜合模仿
12730205,陳佳欣陳佳君,以下對於社會學習理論的描述何者「錯誤」?,"1.班杜拉是提出社會學習理論的學者,    2.社會學習理論認為人類的學習是個人與社會環境持續交互作用的歷程,    3.社會學習理論認為單是環境因素便能決定人的學習行為,    4.社會學習理論認為一連串的學習活動，所涉及的刺激反應都是社會性的，而這種學習又是個體習得社會行為的主要途徑,    ",3,三元論(環境、個人、行為)
12730206,陳佳欣陳佳君,以下何者為替代學習的例子?,"1.小名看到哥哥數學期中考考100分後，媽媽便買給他他最喜歡的變形金剛玩具，因此決定期末考時數學也要考滿分,    2.大智起床後總是不摺棉被，因此常被媽媽罵，小智看到後每天起床都會記得要摺棉被,    3.小嵐總是勤練桌球，因此常常得冠軍，小薰很羨慕他，因此向小嵐看齊，每天多練一個小時的桌球,    4.當高中生小花聽到他的偶像林依晨是政大畢業的，因此他開始發憤讀書希望能成為林依晨的學妹,    ",2,楷模學習、替代學習
12730207,陳佳欣陳佳君,小嵐很喜歡看麵包超人，每次看到麵包超人把壞蛋細菌人打得落花流水時，心裡總是雀躍不已，並勵志要成為像麵包超人那樣為他人伸張正義拳頭的人。請問小嵐屬於社會學習理論中的哪一種楷模方式?,"1.直接模仿,    2.綜合模仿,    3.象徵模仿,    4.抽象模仿,    ",3,象徵模仿
12730208,陳佳欣陳佳君,天天老師是岩鳶國小的班導師，他帶的班級讀書風氣很差，期中期末成績總是整年級最低分，因此他想了一個辦法希望可以促進班上的學習風氣，首先每當考完考試後，他一定會表揚分數很高的學生，並請這些學生喝珍珠奶茶，接著讓這些成績優異的同學擔任小老師，指導其他課業進度落後的同學，若班上同學在小老師的指導下考試分數有提高10分，便請小老師和這些學生吃麥當勞。請問天天老師是用社會學習理論中的哪一個概念?,"1.正增強,    2.普利馬原則,    3.楷模學習,    4.替代學習,    ",3,楷模學習
12730209,陳佳欣陳佳君,班杜拉的社會學習理論中提出模仿的概念，並又分成四種不同的模仿方式，請問以下哪一個敘述錯誤？,"1.「國小生花花跟著媽媽學習握筆的姿勢」屬於直接模仿,    2.「泡泡看到媽媽會幫爺爺按摩，又看到姊姊會幫媽媽按摩，所以就學會幫爸爸按摩以盡孝道」屬於綜合模仿,    3.「看到《棺材島》偵探小說中的亞森羅平運用智慧解決很多案子的毛毛，便決定要努力讀書成為一位充滿智慧的人」屬於抽象模仿,    4.「喜歡看《飛天小女警》的摩人啾啾立志要當警察來維持社會的正義」屬於象徵模仿,    ",3,直接模仿、綜合模仿、抽象模仿、象徵模仿
12730210,陳佳欣陳佳君,媽媽幫小小買了一個新的七巧板，希望能訓練他的邏輯推理能力，但小小的年紀還太小，完全無法拼出正確的形狀出來，因此在旁邊給予小小些許的提示，請問媽媽的處理方式屬於哪一個理論呢？,"1.自我探索,    2.鷹架構築,    3.鷹架撤除,    4.楷模學習,    ",2,鷹架構築、鷹架撤除
12730301,陳佳欣陳佳君,陳老師總是喜歡對學生說：「如果你們認真上課，等今天的課程教完，我就會講笑話給你們聽。」，請問陳老師是利用行為主義中的哪個理論?,"1.正增強,    2.負增強,    3.懲罰,    4.普利馬原則,    ",1,正增強、負增強
12730302,陳佳欣陳佳君,泡泡跟花花剛學完學習心理學的行為主義，為了讓彼此更精熟於學習內容，兩人互出兩題是非題給對方回答，請問哪一題的答案是「不對」呢？ ,"1.花花：「第一題，原級增強物指的是滿足人的基本需求的事物。」,    2.花花：「第二題，原級增強物又可分為社會增強物、活動增強物、代幣增強物三個。」,    3.泡泡：「第一題，社會增強物指的是學習者感受到被認可或是重要。」,    4.泡泡：「第二題，活動增強物指的是從事一些愉悅的活動。」,    ",2,原級增強物、社會增強物、活動增強物
12730303,陳佳欣陳佳君,負增強是移除學習者厭惡的刺激，強化其某個行為的產生。下列何者是負增強的例子?,"1.大雄這次期中考終於及格了，因此媽媽讓大雄可以每天多玩電玩一個小時,    2.胖虎勒索大雄被老師撞見，因此老師罰他掃廁所一個禮拜,    3.小夫怕期末考試會被當，因此很用功的讀書,    4.哆拉A夢幫媽媽拔完後院的草，因此媽媽給他吃銅鑼燒,    ",0,負增強
12730304,陳佳欣陳佳君,以下敘述何者正確?,"1.巴夫洛夫從狗狗聽到鈴聲而分泌唾液的實驗中提出操作制約理論,    2.桑代克從貓和迷籠實驗中提出試誤學習,    3.斯金納從老鼠實驗中提出古典制約理論,    4.強化和增強是影響R-S連結的強度或增強條件反應出現頻率的程序,    ",2,操作制約、古典制約、刺激~反應(S-R)、增強
12730305,陳佳欣陳佳君,今天的學習心理學在學習行為主義，泡泡上完課後因為不確定自己是否已完全了解內容，因此向老師確認自己理解的內容是否完全正確。泡泡共說了四個概念，其中一個被老師糾正，請問是下列哪一個呢？,"1.普利馬原則指的是先完成不愉快的活動才會有愉快的活動,    2.塑造指的是老師在教導一個新知能時，只要學生更接近目標，就給予增強，直到學生學會為止。,    3.增強指的是可以強化行為的機制,    4.正增強指的是給予學習者喜歡的東西；負增強則是指拿走學習者喜歡的東西,    ",2,塑造、普利馬原則、正增強、負增強、增強
12730306,陳佳欣陳佳君,看到泡泡跟花花在出題，毛毛覺得十分的有趣，因此加入他們的行列參與答題的角色。泡泡跟花花正在出「增強物機制」這個單元，打算一起出一題選擇題，題目如下：「增強物又會因為頻率與時距的不同而分成四個種類」，請問下列哪一敘述錯誤？,"1.固定時距的增強時機不容易被預測,    2.不定時距的增強有時可以得到，有時則不能得到,    3.固定比率可以提高增強的標準,    4.當不定比率的增強習慣後，將不易被削弱,    ",0,固定時距、不定時距、固定比率、不定比率
12730307,陳佳欣陳佳君,大雄總是考零分，媽媽想用施予式懲罰的方式挽救大雄的期末考試，請問媽媽應該會怎麼做呢?,"1.告訴大雄如果這次期末考試不再考零分，就買給他他最喜歡的遙控飛機,    2.告訴大雄如果這次期末考試再考零分，就拿走他下個月的零用錢,    3.告訴大雄如果這次期末考試考零分以上，就可以不用做家事一個月,    4.告訴大雄這次期末考試若再抱蛋，就罰他禁足一個月,    ",0,呈現(施予)式懲罰
12730308,陳佳欣陳佳君,泡泡總是因為賴床而上學遲到，使尤教授感到很頭疼。為了使泡泡養成上學不賴床的好習慣，尤教授便利用行為主義的理論想了以下幾個方法，請問哪一個是錯誤的應用呢？,"1.正增強：當泡泡沒有賴床便給她一顆糖果,    2.代幣增強物：當泡泡沒有賴床便給她一張貼紙，累積三張貼紙便帶她吃下午茶吃到飽,    3.呈現型懲罰：當泡泡因為賴床而遲到便沒收她的糖果,    4.塑造：當泡泡沒有賴床就不斷給予她增強，直到她完成獲得這個習慣為止,    ",3,正增強、代幣增強物、呈現型懲罰、塑造
12730309,陳佳欣陳佳君,天天老師是岩鳶國中201班的班導師，301班的學生總是不認真上課，上課時趴下來睡覺的就有1/3人，剩下的2/3個學生不是在放空不然就是在聊天，這樣的情形維持半學期後，天天老師決定要下重成本來改善這個問題，於是她對學生說：「如果你們接下來的幾星期都專心聽課，不睡覺也不聊天，且每個人期末成績都比期中成績高10分，我就請每位學生喝星巴克。」請問天天老師是利用行為主義中的哪個理論來改善班上不認真上課的問題?,"1.正增強,    2.負增強,    3.懲罰,    4.普利馬原則,    ",1,正增強、負增強
12730310,陳佳欣陳佳君,大雄上課總是遲到，且老是講不聽，老師為了改善他常遲到的惡習，於是私底下把大雄最喜歡的靜香叫來，並要求靜香跟大雄說：「如果你明天還是遲到，我就一整天都不跟你說話。」結果第二天大雄果然準時到學校了。請問老師是利用行為主義中的哪個理論來改善大雄遲到的問題?,"1.正增強,    2.負增強,    3.施予式懲罰,    4.剝奪式懲罰,    ",3,施予式懲罰、剝奪式懲罰
12730401,陳佳欣陳佳君,以下哪一種記憶是指有關生活情節的實況記憶?,"1.情節記憶,    2.語意記憶,    3.程序性記憶,    4.閃光燈記憶,    ",1,情節記憶、閃光燈記憶
12730402,陳佳欣陳佳君,認知心理學中哪一個名詞解釋為「新的學習對舊的學習產生干擾」?,"1.倒攝抑制,    2.順攝抑制,    3.倒攝助長,    4.順攝助長,    ",1,"倒攝抑制、順攝抑制,    、倒攝助長、順攝助長"
12730403,陳佳欣陳佳君,我們在記憶電話號碼時，常常將10個數字分成三個段落來記憶，請問是運用了認知心理學中的哪個理論?,"1.雙碼理論,    2.基模理論,    3.意元集組,    4.訊息處理模式,    ",3,意元集組
12730404,陳佳欣陳佳君,以下對於訊息處理理論的敘述何者錯誤?,"1.訊息處理模式又稱IP Model，是information processing model的縮寫,    2.訊息處理會經過三個階段，分別是感官記憶→短期記憶→長期記憶,    3.其中將短期記憶加以處理與運作便稱為「工作記憶」,    4.長期記憶中的情節記憶是指有關語文所表達之意義的記憶,    ",4,訊息處理模式、短期記憶、情節記憶
12730405,陳佳欣陳佳君,"擔任教育心理學的蘋果老師帶學生們玩一個遊戲，希望學生從遊戲中複習所學，遊戲規則如下：蘋果老師指定一個主題「前導組體」，老師拿著鎚子到某一學生的桌前，學生要在鎚子打到桌子前說出前導組體的相關理論，說完後再指定另一位學生回答。回答錯誤或是太晚回答都會被鎚子打。請問以下的回答中，哪些同學會被鎚子打呢？<br />
橘子：前導組體的英文為Advanced Organizers，是奧斯貝爾(D.P. Ausubel)提出的概念，柚子<br />
柚子：前導組體又可分為兩類，分別是「比較性組體」與「說明性組體」，香蕉<br />
香蕉：當學習材料是學生相當陌生時，會採用「比較性組體」，草莓<br />
草莓：當學習材料和學生的舊經驗有所關聯時，會採用「說明性組體」，葡萄<br />
","1.橘子和柚子,    2.香蕉和草莓,    3.四人回答皆錯誤，老師需要停止遊戲再次複習後才能繼續進行遊戲,    4.四人回答皆正確，遊戲將繼續進行下去,    ",2,前導組體、比較性組體、說明性組體
12730406,陳佳欣陳佳君,"為了幫助彼此複習所學，柚子和橘子分別出了幾題給對方，其中，柚子出的題目為連連看，上方寫著：情節記憶、語意記憶、程序性記憶、閃光燈記憶；下方寫著各個記憶的意思讓橘子連起來，請問橘子哪一條連錯了。
a.情節記憶─從事件的時地來組織經驗影像
b.語意記憶─儲存事實、概念、原則、規則、策略
c.程序性記憶─儲存如何操作某件事物
d.閃光燈記憶─重要事件以視覺和聽覺的震撼來儲存
e. 語意記憶─以流程圖像式來儲存資訊
f. 程序性記憶─以基模群的方式來儲存資訊","1. ab,    2.bc,    3.cd,    4.ef,    ",4,情節記憶、語意記憶、程序性記憶、閃光燈記憶
12730407,陳佳欣陳佳君,小光想製作一個數位教材，幫助就讀國小的弟弟學習。在製作教材前，他翻閱了教育心理學的課本，看到以下文字：「為了幫助學生將新學與舊學的內容產生關連，因此可以在數位教材中安排目錄、開頭動畫或是學習地圖來幫助學習者學習。」看完這段文字後，小光決定在教材前安排開頭動畫，希望能藉此讓弟弟學得更好。請問小光看到的理論是什麼？,"1.意元集組,    2.雙碼理論,    3.前導組體,    4.情節記憶,    ",3,前導組體、雙碼理論
12730408,陳佳欣陳佳君,真琴在日本是一位優秀的賽車高手，然而當她受邀來台灣參加比賽時，卻因為開車的座位不同而無法發揮實力，請問真琴是產生了認知心理學的何種現象?,"1.倒攝抑制,    2.順攝抑制,    3.倒攝助長,    4.順攝助長,    ",0,
12730409,陳佳欣陳佳君,國小一年級的小小試著將英文26個單字背起來，但不論怎麼複誦就是無法順利地背好所有字母，因此媽媽上youtube找英文單字兒歌給小小聽，讓小小藉由邊看邊聽的方式學習，最後小小終於學會這26個英文單字了。請問小小一開始無法將26個英文字母被起來是因為這些訊息無法存入哪一個記憶裡呢？媽媽使用兒歌的方式是哪種理論？,"1.感官記憶／自動化,    2.短期記憶／自動化,    3.短期記憶／雙碼理論,    4.長期記憶／雙碼理論,    ",4,感官記憶、短期記憶、長期記憶、雙碼理論
12730410,陳佳欣陳佳君,老李是參與過二戰的退休老榮民，對他來說二戰發生的種種事件都彷彿歷歷在目，無法忘記。他偶爾也會將那段往事說給孫子聽，孫子聽久了都能將這段歷史事件倒背如流了。請問二戰的事件能讓祖孫倆人存放在長期記憶裡的原因，分別是藉由哪種記憶？,"1.情節記憶／語意記憶,    2.語意記憶／情節記憶,    3.情節記憶／情節記憶,    4.語意記憶／語意記憶,    ",3,情節記憶、語意記憶、程序性記憶
28830101,張巧姍阮靖雅,關於皮亞傑認知發展論，下列何者錯誤？,"1.分成四個階段,    2.一種建構主義,    3.強調環境的重要,    4.學習先於發展,    ",4,發展連續論、發展階段論
28830102,張巧姍阮靖雅,今年七歲的小花收到媽媽假扮聖誕老人的聖誕禮物，而就此認為這個世界上真的有聖誕老人，請問小花處於皮亞傑認知發展論理的哪個階段及哪個特性？,"1.前運思期，守恆概念,    2.具體運思期，守恆概念,    3.前運思期，自我中心,    4.具體運思期，自我中心,    ",0,
28830103,張巧姍阮靖雅,媽媽給小琪吃一顆又甜又硬的糖果，小琪就認為糖果是又硬又甜的東西（甲），隔天媽媽又給小琪吃一顆糖果，但這次的糖果又軟又酸，之後小琪就知道糖果可能是硬的也可能是軟的（乙），請問（甲）跟（乙）的歷程分別是什麼？,"1.基模，同化,    2.同化，調適,    3.調適，同化,    4.基模，調適,    ",4,基模、同化、調適
28830104,張巧姍阮靖雅,小明跟小嵐一起去幫媽媽買醬油，在路上小明跟小嵐各買了400ml的飲料，但是小嵐看到小明的飲料罐較大，覺得那罐飲料較多，於是想與小明換飲料，而小華也願意跟小嵐換，接著他們買醬油，小明拿正確的數目給老闆，也找回正確的零錢，之後他們就開開心心地回家。請問下列關於上述何者錯誤？,"1.小華處於具體運思期,    2.小嵐處於前運思期,    3.小嵐有守恆概念,    4.小華有可逆思考,    ",3,專注化、前運思期、具體運思期、可逆
28830105,張巧姍阮靖雅,"今年六歲的小王跟著小魚和小傑一起玩積木，小傑拿起一塊塊的積木，從小塊的積木排到大塊的積木，而小王不小心將自己的手帕蓋住了一塊積木，小魚就以為那塊積木不見了。請將小王,小魚,小傑的年紀誰大誰小？","1.小傑>小王>小魚,    2.小傑＝小王>小魚,    3.小傑>小魚>小王,    4.小傑＝小魚>小王,    ",1,序列化、物體恆存、感覺動作期、具體運思期
28830106,張巧姍阮靖雅,媽媽拿出7個不同顏色的積木，請小明按照彩虹的順序由下排到上，小明則可以準確地將積木按照紅橙黃綠藍靛紫由下到上排列整齊，請問小明大概是在皮亞傑認知發展理論中的哪個階段?,"1.前運思期,    2.形式運思期,    3.感覺動作期,    4.具體運思期,    ",4,序列化、具體運思期
28830107,張巧姍阮靖雅,老師拿出一本書，前面封面是黃色的，後面封面則是藍色的，前面向著小華，當老師將書本翻到背面時，問小華看到的是什麼顏色以及老師看到的是什麼顏色，小華都回答黃色，小華處於哪個階段中的哪個行為?,"1.感覺動作期的反射行為,    2.前運思期的自我中心,    3.前運思期的守恆概念,    4.感覺動作期的物體恆存,    ",2,自我中心、前運思期
28830108,張巧姍阮靖雅,下列有關皮亞傑認知發展階段的概念，何者有誤?,"1.2個一樣大的麵包，切成3等份和5等份，會覺得切成5等份的比較多，是處於認知發展論中的前運思期。,    2.買東西能夠清楚知道老闆要找回多少錢才是正確的是處於認知發展論中的具體運思期。,    3.a比b矮，而b比c高，可以推論出b最高是處於認知發展論中的具體運思期。,    4.把球放到背後再拿出來，會以為在變魔術，是處於認知發展論中的感覺動作期。,    ",0,都是正確的
28830109,張巧姍阮靖雅,下列哪個例子不是處於具體運思期出現的現象?,"1.能比較a>b，b>c，則a>c,    2.覺得藍色的積木用紅色的玻璃紙擋住積木還是藍色,    3.覺得別人看到的跟自己看到會一樣,    4.能夠知道5+4=9，則9-5=4,    ",3,遞移、自我中心、可逆
28830110,張巧姍阮靖雅,阿祥分別有4個姪子跟姪女，小杉看到阿祥在倒2杯一樣多的牛奶，當阿祥將其中一杯倒進比原本杯子還要高還要瘦的杯子，他認為又高又瘦的杯子牛奶比較多；小剛看到東西就會拿起來塞進嘴巴；小花平常最喜歡背詩，當老師問他句子的意思，她都能回答出正確的意思；小麗不管加法和減法都會，還能將東西準確地按照大小排好，請將4位小朋友依年紀由大小排列出來。,"1.小剛>小花>小麗>小杉,    2.小花>小杉>小麗>小剛,    3.小剛>小麗>小花>小杉,    4.小花>小麗>小杉>小剛,    ",4,專注現象、感覺動作期、前運思期、具體運思期、遞移、抽象思考
28830201,張巧姍阮靖雅,請問以下關於維高斯基的認知發展論，何者錯誤？,"1.發展先於學習,    2.強調潛力開發,    3.歷程有一定的順序,    4.自我調整是核心,    ",1,自我調整
28830202,張巧姍阮靖雅,社會學習理論是由哪種學習理論發展出來的？,"1.社會理論,    2.認知理論,    3.建構理論,    4.行為理論,    ",4,
28830203,張巧姍阮靖雅,在上國文課時，老師讓同學分組完成這的作業，並給予每組一些小提示，使他們更容易完成這次的作業。請問以上用到哪些理論？,"1.私自話語，鷹架架設,    2.合作學習，鷹架撤除,    3.合作學習，鷹架架設,    4.私自話語，鷹架撤除,    ",3,合作學習、鷹架構築、鷹架撤除
28830204,張巧姍阮靖雅,小花想要學煮菜，媽媽示範一遍給小花看，並給小花簡易的食譜看，讓小花自己一遍一遍的練習，並能自己煮出一道美味的料理，請問上述用到以下哪些理論？,"1.鷹架理論，觀察學習,    2.近側發展區，觀察學習,    3.鷹架理論，楷模學習,    4.近側發展區，楷模學習,    ",1,鷹架、觀察學習
28830205,張巧姍阮靖雅,上作文課時，老師將寫得好的同學的作品拿出來唸給大家聽（甲），並跟大家說明為什麼好，而小花總是把優美的句子抄下來，並在下一次寫作中運用這些句子（乙）。請問上述甲，乙分別使用到什麼理論？,"1.替代學習，自我調整,    2.楷模學習，自我調整,    3.替代學習，觀察學習,    4.楷模學習，觀察學習,    ",0,題目語意需要再強化
28830206,張巧姍阮靖雅,小時候學任何事情，爸媽或是老師都會在一旁慢慢引導你去學習一項東西，請問慢慢引導的方式為哪個概念?,"1.鷹架構築,    2.認知見習,    3.近側發展區,    4.合作學習,    ",1,鷹架構築
28830207,張巧姍阮靖雅,小華在路上看到他的偶像GD，打扮起來真的超級帥氣，於是小華就學他的穿著，夢想有一天也能跟他的偶像一樣帥，請問小華的行為是觀察學習中的哪個階段?,"1.保留,    2.再生,    3.注意,    4.動機,    ",3,注意、動機
28830208,張巧姍阮靖雅,丹丹在做數學作業時，遇到了她不會的問題，於是請老師教他如何解題，在老師的協助下，丹丹學會並完成了作業，請問丹丹的狀況是以下哪個概念?,"1.認知見習,    2.近側發展區,    3.合作學習,    4.鷹架構築,    ",0,題目語意需要再強化
28830209,張巧姍阮靖雅,有一次小寶看到大寶因為把玩具亂丟而被媽媽罵，於是小寶就知道了以後玩具不可以亂丟要收好，請問這是社會學習論的哪個概念?,"1.楷模學習,    2.替代學習,    3.觀察學習,    4.後設認知,    ",2,替代學習
28830210,張巧姍阮靖雅,請問下列為觀察學習中的再生階段?,"1.小依看到姊姊染頭髮覺得很漂亮，於是也想要跟著染頭髮,    2.媽媽教完姐姐做蛋糕之後，姐姐假日在家就一直一直練習。,    3.莉莉看完老師的作品也跟著畫了一幅畫，老師經過就稱讚莉莉的創意很棒。,    4.阿嘉經過上次老師稱讚他都有準時交作業後得到獎卡，他每次都會努力地準時交作業，這樣才能得到獎卡。,    ",2,再生
28830301,張巧姍阮靖雅,小美在這次游泳比賽中拿下第一名，因而成為學校裡的風雲人物，使她更加努力練習，請問上述是使用了什麼增強物？,"1.原級增強物,    2.社會增強物,    3.活動增強物,    4.代幣增強物,    ",2,社會增強物
28830302,張巧姍阮靖雅,小平的老師希望同學能夠精進英文，規定只要每個禮拜一都能將課本上的十個單字都各造一個句子就能加當天小考分數5分，請問這種獎勵方式採用了行為主義學習理論中增強的時制的哪兩種原則?,"1.固定比例:不定時距,    2.固定比例:固定時距,    3.不定比例:不定時距,    4.不定比例:固定時距,    ",2,固定比例、不定比例、固定時距、不定時距
28830303,張巧姍阮靖雅,"二年十二班的班規裡寫著: 
1.上學遲到的同學扣平常成績3分。 
2.沒交作業的同學，禁足下課一天。 
3.上課積極發問可以加平常成績5分。 
4.每天小考成績100分可以獲得一杯飲料。 
等等很多規定，請問沒有用到哪項行為主義學習理論中的哪個原則?","1.正增強,    2.負增強,    3.呈現型懲罰,    4.撤離型懲罰,    ",0,超過一個答案
28830304,張巧姍阮靖雅,下列古典制約與操作制約的例子何者正確?,"1.當看到紅燈亮起來，會自動停下來等待過馬路，為操作制約。,    2.聽到給愛麗絲的音樂，就知道垃圾車來了，為操作制約。,    3.剛開始訓練狗狗指令時，狗狗不太理你，而當偶然完成指令就能得到食物，之後狗狗都會立即完成指令，為古典制約。,    4.小時候拿到禮物都會很開心地跑掉，後來媽媽教我們收到別人禮物要說謝謝，之後只要我們拿到禮物就會記得說謝謝，為古典制約。,    ",0,
28830305,張巧姍阮靖雅, 下列有關增強物和懲罰物，何者敘述錯誤?,"1.上課遲到，所以被老師禁止下課一節。這是撤離型懲罰。,    2.老師說考試90分以上的可以得到一包糖果。這是正增強。,    3.媽媽跟小洋說如果晚餐把討厭的青椒吃掉，就可以不要洗碗。這是負增強。,    4.小剛犯罪後被判刑法律中的「褫奪公權」。這是呈現型懲罰。,    ",4,正增強、負增強、呈現型懲罰、撤離型懲罰
28830306,張巧姍阮靖雅,小晶很喜歡玩電動，平常玩電動的時間只有30分鐘，有一天吃完飯媽媽請小晶幫忙洗碗，懶惰的小晶很快地拒絕了，於是媽媽就跟他說「如果你幫我洗碗，今天的電動就可以玩1個小時。」小晶聽到果然很快就答應幫忙，幾次下來小晶都會每天幫忙洗碗。請問括號中是利用的行為主義中的什麼理論?,"1.正增強,    2.普力馬原則,    3.撤離型懲罰,    4.負增強,    ",1,正增強、負增強、呈現型懲罰、撤離型懲罰
28830307,張巧姍阮靖雅,"關於古典制約中狗狗,鈴鐺和肉的實驗中，請問下列敘述何者錯誤？","1.此實驗中的肉塊稱做為非制約刺激,    2.看見肉會分泌唾液稱為非制約反應,    3.此實驗中的鈴鐺稱做為制約刺激,    4.聽見鈴聲會分泌唾液稱為制約反應,    ",0,古典制約
28830308,張巧姍阮靖雅,小花參加韓國選秀比賽，第一輪表演後得到大家的讚賞，並被其中一位評審選進他的隊伍，因而晉級，而在第二輪表演時，小花因為太緊張而表現失常，但這位評審仍選擇她繼續下一輪的比賽，請問上述第一輪及第二輪是運用和種概念？,"1.正增強，負增強,    2.負增強，負增強,    3.正增強，正增強,    4.負增強，正增強,    ",0,
