questionid,author,question,options,answer,concept
14720304,陳佩詒,"點點養了一隻鬥魚，一直以手持飼料餵魚，並利用寶特瓶換水。
每回鬥魚見到飼料後便會趕緊游去吃；換水時，容易因水位下降而害怕的亂竄。
過了一個月，當點點的手靠近魚缸時，鬥魚便會連忙游過來，以為又有飼料可吃；看見寶特瓶，便會害怕的游來游去。
請依上述言論選擇正確的論述。","1.飼料對於鬥魚屬於制約刺激,    2.點點的手對於鬥魚屬非制約刺激,    3.鬥魚吃飼料屬於制約反應,    4.寶特瓶對於鬥魚屬於制約刺激,    ",4,操作制約、制約刺激、非制約制刺激、制約反應
14720305,陳佩詒,"補習班老師為了確保小朋友在補習班就寫完功課，規定只有當他們完成，且訂正好功課，才能出去玩，而對於程度比較落後的小朋友，為避免他們自我放棄，會在他們訂正作業時，給予適當的鼓勵。
請選出錯誤的選項。
","1.小朋友必須寫完作業，才能出去玩，屬於普力馬原則,    2.小朋友訂正作業時，老師給予的鼓勵屬於外在增強物,    3.為避免小朋友自我放棄，無論他們做什麼都給予增強,    4.對於小朋友的塑造，增強的標準是在他們的能力範圍,    ",3,普力馬原則、增強、外在增強物、內在增強物
14720401,陳佩詒,請問，當訊息經由感官收錄，加以處理便能進入以下哪個階段？,"1.遺忘,    2.工作記憶,    3.基模,    4.編碼,    ",2,工作記憶
14720402,陳佩詒,人的記憶容量有限，當我們將資訊做分類、編排，以方便記憶之時，是利用到下列哪一種方式？,"1.短期記憶,    2.情節記憶,    3.意元集組,    4.訊息處理,    ",3,意元集組
14720403,陳佩詒,請問，雙碼理論所指為何？,"1.學習者以兩種感官接收同一訊息,    2.學習者以兩種編碼方式記憶訊息,    3.教學者以兩種教學方法釋出訊息,    4.教學者以兩種編碼方式釋出訊息,    ",0,題目語意可以再清楚些
14720404,陳佩詒,請問以下有關長期記憶的言論何者錯誤？,"1.語意記憶將知識透過文字、數字等方式記憶,    2.程序性記憶乃是在學習者真正學會後，將永生不忘的記憶,    3.陳述性又分為語意記憶與情節記憶,    4.情節記憶是一種客觀記憶,    ",4,語意記憶、情節記憶、程序性記憶
14720405,陳佩詒,在學習過程中，我們常會利用練習來深刻記憶，而練習又分為分散練習與集中練習，請問，以下有關練習的言論何者錯誤？,"1.分散練習優於集中練習,    2.集中練習較不會造成疲勞,    3.機械式學習適合分散練習,    4.思考學習適合集中練習,    ",2,分散練習、集中練習
12730101,陳佳欣陳佳君,柯南總是可以從小細節中推理得出犯人是誰，請問這是因為他處於哪一個認知發展階段?,"1.感覺運動期,    2.前運思期,    3.具體運思期 ,    4.形式運思期,    ",4,具體運思期、形式運思期、邏輯推理
12730102,陳佳欣陳佳君,小名可以依照物體的高度將杯子從低到高進行排列，請問這是因為他具備什麼特性?,"1.遞移能力,    2.序列化,    3.去中心化 ,    4.可逆性,    ",2,序列化
12730103,陳佳欣陳佳君,小遙知道自己的身高比小名高，又得知了小名的身高比小城高，因此得出自己的身高比小城高此件事。請問這是因為他具備什麼特性?,"1.遞移能力,    2.序列化,    3.去中心化,    4.可逆性,    ",1,遞移
12730104,陳佳欣陳佳君,"小花加法能力很好，每次小考都考100分，於是爸爸想要教她減法的運算，然而小花卻怎麼學都無法學會減法，媽媽看到這個情況後，便跟爸爸說：「因為小花的認知能力還沒發展到下一個階段，因此才不會減法的運算。」請問根據上述情境，小花屬於哪個時期? 
","1.感覺運動期,    2.前運思期 ,    3.具體運思期,    4. 形式運思期,    ",2,可逆、前運思期、具體運思期
12730105,陳佳欣陳佳君,請問以下哪一位學生處於具體運思期的階段?,"1.老師問步美5+15等於多少，步美回答20，接著老師問20-15等於多少，步美卻搖頭說她不知道,    2.老師將12個小磁鐵排長A、B兩列，兩列都放6個磁鐵，但是A列排列的長度比B列長，接著問元太哪一列磁鐵數目比較多，元太回答A列磁鐵數目比B列多,    3.柯南從犯案手槍中發現槍頭留有少量A牌的睫毛膏，因此推知犯人是常使用A牌睫毛膏的樹里小姐 ,    4.光彥喜歡將鉛筆依照長短依序排列在鉛筆盒裡,    ",4,具體運思期、可逆、專注現象、邏輯推理、序列化
12730201,陳佳欣陳佳君,請問班杜拉提出的觀察學習的四階段依序為何?,"1.動機→注意→保持→再生,    2.注意→動機→保持→再生,    3.注意→保持→動機→再生,    4.注意→保持→再生→動機,    ",4,觀察學習四階段
12730202,陳佳欣陳佳君,班杜拉對自律行為提出三階段歷程理論，以下何者非此理論的概念?,"1.自我觀察,    2.自我評價,    3.自我強化,    4.自我認同,    ",4,自律階段、自我觀察、自我評價、自我強化  
12730203,陳佳欣陳佳君,Vygotsky提出一個理論指出教師可以利用各種介入的方式幫助孩子發展，以使孩子能從旁人給予協助的表現進步到能自己獨立完成任務。請問他提出的這個理論的英文為何?,"1.zone of promotable development,    2.zone of processible development,    3.zone of proximal development,    4.zone of improvable development,    ",3,zone of proximal development
12730204,陳佳欣陳佳君,社會學習論中有四種不同的模仿方式，請問學習者楷模多人的行為而形成自己的行為是屬於哪一種楷模方式?,"1.直接模仿,    2.綜合模仿,    3.抽象模仿,    4.象徵模仿,    ",2,綜合模仿
12730205,陳佳欣陳佳君,以下對於社會學習理論的描述何者「錯誤」?,"1.班杜拉是提出社會學習理論的學者,    2.社會學習理論認為人類的學習是個人與社會環境持續交互作用的歷程,    3.社會學習理論認為單是環境因素便能決定人的學習行為,    4.社會學習理論認為一連串的學習活動，所涉及的刺激反應都是社會性的，而這種學習又是個體習得社會行為的主要途徑,    ",3,三元論(環境、個人、行為)
12730301,陳佳欣陳佳君,陳老師總是喜歡對學生說：「如果你們認真上課，等今天的課程教完，我就會講笑話給你們聽。」，請問陳老師是利用行為主義中的哪個理論?,"1.正增強,    2.負增強,    3.懲罰,    4.普利馬原則,    ",1,正增強、負增強
12730302,陳佳欣陳佳君,泡泡跟花花剛學完學習心理學的行為主義，為了讓彼此更精熟於學習內容，兩人互出兩題是非題給對方回答，請問哪一題的答案是「不對」呢？ ,"1.花花：「第一題，原級增強物指的是滿足人的基本需求的事物。」,    2.花花：「第二題，原級增強物又可分為社會增強物、活動增強物、代幣增強物三個。」,    3.泡泡：「第一題，社會增強物指的是學習者感受到被認可或是重要。」,    4.泡泡：「第二題，活動增強物指的是從事一些愉悅的活動。」,    ",2,原級增強物、社會增強物、活動增強物
12730303,陳佳欣陳佳君,負增強是移除學習者厭惡的刺激，強化其某個行為的產生。下列何者是負增強的例子?,"1.大雄這次期中考終於及格了，因此媽媽讓大雄可以每天多玩電玩一個小時,    2.胖虎勒索大雄被老師撞見，因此老師罰他掃廁所一個禮拜,    3.小夫怕期末考試會被當，因此很用功的讀書,    4.哆拉A夢幫媽媽拔完後院的草，因此媽媽給他吃銅鑼燒,    ",0,負增強
12730304,陳佳欣陳佳君,以下敘述何者正確?,"1.巴夫洛夫從狗狗聽到鈴聲而分泌唾液的實驗中提出操作制約理論,    2.桑代克從貓和迷籠實驗中提出試誤學習,    3.斯金納從老鼠實驗中提出古典制約理論,    4.強化和增強是影響R-S連結的強度或增強條件反應出現頻率的程序,    ",2,操作制約、古典制約、刺激~反應(S-R)、增強
12730305,陳佳欣陳佳君,今天的學習心理學在學習行為主義，泡泡上完課後因為不確定自己是否已完全了解內容，因此向老師確認自己理解的內容是否完全正確。泡泡共說了四個概念，其中一個被老師糾正，請問是下列哪一個呢？,"1.普利馬原則指的是先完成不愉快的活動才會有愉快的活動,    2.塑造指的是老師在教導一個新知能時，只要學生更接近目標，就給予增強，直到學生學會為止。,    3.增強指的是可以強化行為的機制,    4.正增強指的是給予學習者喜歡的東西；負增強則是指拿走學習者喜歡的東西,    ",2,塑造、普利馬原則、正增強、負增強、增強
12730401,陳佳欣陳佳君,以下哪一種記憶是指有關生活情節的實況記憶?,"1.情節記憶,    2.語意記憶,    3.程序性記憶,    4.閃光燈記憶,    ",1,情節記憶、閃光燈記憶
12730402,陳佳欣陳佳君,認知心理學中哪一個名詞解釋為「新的學習對舊的學習產生干擾」?,"1.倒攝抑制,    2.順攝抑制,    3.倒攝助長,    4.順攝助長,    ",1,"倒攝抑制、順攝抑制,    、倒攝助長、順攝助長"
12730403,陳佳欣陳佳君,我們在記憶電話號碼時，常常將10個數字分成三個段落來記憶，請問是運用了認知心理學中的哪個理論?,"1.雙碼理論,    2.基模理論,    3.意元集組,    4.訊息處理模式,    ",3,意元集組
12730404,陳佳欣陳佳君,以下對於訊息處理理論的敘述何者錯誤?,"1.訊息處理模式又稱IP Model，是information processing model的縮寫,    2.訊息處理會經過三個階段，分別是感官記憶→短期記憶→長期記憶,    3.其中將短期記憶加以處理與運作便稱為「工作記憶」,    4.長期記憶中的情節記憶是指有關語文所表達之意義的記憶,    ",4,訊息處理模式、短期記憶、情節記憶
12730405,陳佳欣陳佳君,"擔任教育心理學的蘋果老師帶學生們玩一個遊戲，希望學生從遊戲中複習所學，遊戲規則如下：蘋果老師指定一個主題「前導組體」，老師拿著鎚子到某一學生的桌前，學生要在鎚子打到桌子前說出前導組體的相關理論，說完後再指定另一位學生回答。回答錯誤或是太晚回答都會被鎚子打。請問以下的回答中，哪些同學會被鎚子打呢？
橘子：前導組體的英文為Advanced Organizers，是奧斯貝爾(D.P. Ausubel)提出的概念，柚子
柚子：前導組體又可分為兩類，分別是「比較性組體」與「說明性組體」，香蕉
香蕉：當學習材料是學生相當陌生時，會採用「比較性組體」，草莓
草莓：當學習材料和學生的舊經驗有所關聯時，會採用「說明性組體」，葡萄","1.橘子和柚子,    2.香蕉和草莓,    3.四人回答皆錯誤，老師需要停止遊戲再次複習後才能繼續進行遊戲,    4.四人回答皆正確，遊戲將繼續進行下去,    ",2,前導組體、比較性組體、說明性組體
7490101,李得榕,請問在具體運思期階段的兒童沒有下列哪一項特性？,"1.自我中心,    2.序列化,    3.遷移能力,    4.推論的實在,    ",1,具體運思期
7490102,李得榕,"書俊是個小嬰兒，當他拿東西敲打探索世界時，用到的是他的(Ａ)基模。
當他發現了新的事物時將它納入原有基模時，稱為(B)適應。
有一次他趁著爸爸上廁所時，偷玩雞蛋並敲打它發現會破掉，跟之前玩的玩具不一樣，過程中產生了(C)調適
上述哪個敘述是錯誤的？","1.基模,    2.適應,    3.調適,    4.,    ",0,選項語意不夠清楚
7490103,李得榕,"小愛每天早上都會吃三明治當早餐，平常爸爸都會幫他切成四等份，有一天爸爸忘了幫他切，於是小愛便問爸爸為什麼今天的三明治變少了。
請問小愛在皮亞傑認知發展階段的哪一個階層？","1.感覺動作期,    2.具體運思期,    3.前運思期,    4.形式運思期,    ",3,守恆、前運思期
7490104,李得榕,李老師帶著班上同學做一項跟物理有關的實驗，實驗過程中包含很多假設性的情況，不過班上同學最後還是順利答出正確的理論。請問班上的同學是屬於皮亞傑的哪個階段？,"1.前運思期,    2.形式運思期,    3.感覺動作期,    4.具體運思期,    ",2,假設、形式運思期
7490105,李得榕,維尼在幼稚園時和同學相處常常起爭執，覺得同學應該會懂他想要什麼，甚至認為大家所看到得畫面和他看到的一樣。請問維尼他在皮亞傑認知發展理論的哪個階段？,"1.感覺動作期,    2.前運思期,    3.具體運思期,    4.形式運思期,    ",2,自我中心、前運思期
7490201,李得榕,"在柯柏格的道德推理階段，當個人開始想要做他人所認可的行為，並且開始尊重法律秩序，請問是位於哪個階段？
","1.前習俗道德期,    2.習俗道德期,    3.後習俗道德期,    4.,    ",,與主題不符
7490202,李得榕,阿得在學習溜冰的時候，老師總是在旁邊給予協助，當阿得慢慢學會時，老師便放手讓他自己探索和練習，請問老師慢慢放手的過程是維高斯基的認知發展哪個階段？,"1.私自話語,    2.近側發展區,    3.鷹架理論,    4.合作學習,    ",3,鷹架撤除
7490203,李得榕,jason最近總是想要離開父母身邊並更接近同儕，也很想知道自己是誰，能夠成為怎麼樣的人，請問jason位於社會發展的哪個階段？,"1.第四期 勤奮努力對自貶自卑,    2.第五期 自我認同對角色混淆,    3.第六期 有愛親密對孤獨疏離,    4.第七期 積極生產對自我頹廢,    ",,與主題不符
7490204,李得榕,川小普隨著時間慢慢長大，發現原來真正的對是依照個人的權利和整體社會的標準來定義，法律並非一成不變，請問川小普在柯柏格道德推理的哪個階段？,"1.第三階段 好男孩好女孩,    2.第四階段 法律秩序取向,    3.第五階段 社會契約取向,    4.第六階段 普遍倫理原則,    ",,與主題不符
7490205,李得榕,湯老師在數學小考考卷時發現學生的加法類型都答對了，減法題目卻錯誤百出，湯老師忘了分析學生的（Ｘ）來判斷學生是否能夠自己應付題目的能力，請問Ｘ個填入什麼？,"1.近側發展區,    2.鷹架結構,    3.合作學習,    4.自我調適,    ",1,近側發展區
7490301,李得榕,英文老師在課堂上反覆的練習英文單字，學生也都非常熟練，但是學生還無法將知識運用在作文裡，請問學生還沒到先行刺激的哪個階段？,"1.線索狀態,    2.辨別,    3.類化,    4.促進類化,    ",3,類化
7490302,李得榕,阿得去上dj課學習刷碟，老師都會先示範一次招式，然後阿得會模仿老師的樣子，多次練習，請問阿得在班度拉的楷模學習哪個階段？,"1.保留,    2.再生,    3.注意,    4.動機,    ",2,保留、再生
7490303,李得榕,老師告訴中班的小朋友說，如果大家都有乖乖睡午覺的話，醒來就有玩遊戲的活動和點心時間，請問這是屬於哪個層級的增強物和哪種增強方式？,"1.原級增強物 正增強,    2.次級增強物 負增強,    3.原級增強物 負增強,    4.次級增強物 正增強,    ",4,原級增強物、次級增強物、正增強、負增強
7490304,李得榕,有一天高小翔看到電視上報導，有一群無照駕駛的屁孩在街上橫衝直撞，造成交通事故，最後被警方帶走，從此高小翔便知道不能無照駕駛，請問高小翔在班度拉的觀察學習的哪個階段？,"1.自我調整學習,    2.自我增強,    3.替代學習,    4.楷模學習,    ",3,替代學習
7490305,李得榕,"(A) 正增強                (甲) 做家事
(B) 負增強                (乙) 準時完成作業不用做家事
(C) 撤離型懲罰        (丙) 給予100元零用錢
(D) 呈現型懲罰        (丁) 不能打電動玩具

選擇下列哪種組合是對的？","1.C 丁,    2.Ａ 甲,    3.Ｄ 乙,    4.Ｂ 丙,    ",1,正增強、負增強、撤離型懲罰、呈現型懲罰
7490401,李得榕,"請正確的列出感官收錄訊息的順序(甲)感官收錄器(乙)長期記憶(丙)初步處理(丁)外在刺激(戊)工作或短期記憶 
","1.丁丙甲戊乙,    2.丁甲丙戊乙,    3.丁甲戊丙乙,    4.丁甲丙乙戊,    ",2,IP模式 
7490402,李得榕,阿得老師希望在課堂上吸引學生的注意，請問下列何者方式不適合引起注意？,"1.在講解的過程中提供一些考試的線索,    2.引發學習者認知衝突並產生好奇心,    3.增加教材內容的情緒性,    4.依照教材內容直接教學,    ",4,外在刺激、感官收錄
7490403,李得榕,有一天，孫子阿偉在歷史課上學到關於921大地震的事件，他感到非常的好奇，於是便跑去問奶奶那天事情發生的經過，奶奶開頭便說永遠記得那時他剛好起床要去上個廁所，便開始劇烈的搖晃，請問奶奶的記憶是為哪個部分？,"1.語意記憶,    2.程序性記憶,    3.閃光燈記憶,    4.,    ",3,閃光燈記憶
7490404,李得榕,陽明以前是個溜冰選手，後來因為父母的期望而放棄，過了多年後，在一次朋友偶然邀約一起去溜冰，雖然剛開始他溜得不太順利，但是慢慢的他的身體便找回之前記憶，開始大顯身手，請問陽明的記憶是哪個類型？ ,"1.程序性記憶,    2.語意記憶,    3.情節記憶,    4.,    ",1,程序性記憶、語意記憶、情節記憶
7490405,李得榕,李老師在教皮亞傑的認知發展理論時，先教了同化之後教了調適，因為在解釋的過程中運用到許多一樣的詞彙，導致有些學生經常混淆，請問這是疑忘的哪一種？,"1.干擾,    2.自動化,    3.順攝抑制,    4.倒攝抑制,    ",0,題目語意可以再清楚些
3270101,楊耀緯,媽媽在分蛋糕給亮亮和圓圓時，亮亮發現圓圓的蛋糕比他高，就吵著跟媽媽抱怨，但其實兩塊蛋糕的份量是一樣多。請問，亮亮正處於皮亞傑發展階段的哪一個時期?,"1.具體運思期,    2.形式運思期,    3.前運思期,    4.感覺動作期,    ",3,專注現象
3270102,楊耀緯,"祈愛能夠從7+5=12推論出12-5=7。請問，祈愛正處於皮亞傑發展階段的哪個時期?
以下哪些為這個時期的特色?
(a).自我中心 (b).遞移能力 (c).物體恆存 (d).抽象思考 (e).序列化 (f).推論的實在","1.前運思期，cef,    2.具體運思期，bef,    3.前運思期，bef,    4.具體運思期，acd,    ",0,f用詞有疑慮
3270103,楊耀緯,羽月有一天在散步的過程中，問爸爸天上飛的動物是什麼，爸爸告訴她是鳥。等到回家時她看到蚊子變興奮地向爸爸說這是鳥，爸爸為了釐清羽月的觀念，便告訴她不是所有天上飛的動物都是鳥，羽月才從中學習到這個知識。請問，羽月的認知因為爸爸的關係，受到皮亞傑的哪兩個理論基礎而得到修正?,"1.發展連續論，調適,    2.發展連續論，同化,    3.發展不連續論，調適,    4.發展不連續論，同化,    ",0,
3270104,楊耀緯,翰翰今年九歲，可以很快速地回答3*4=12，但當姊姊反問他12/4=?時，翰翰卻一頭霧水。請問，翰翰的年紀應該正出於皮亞傑發展階段的哪一個時期?但他實際上正處於哪一個時期呢?,"1.具體運思期，形式運思期,    2.前運思期，形式運思期,    3.前運思期，具體運思期,    4.具體運思期，前運思期,    ",4,可逆、具體運思期、前運思期
3270105,楊耀緯,"子又在回答教育心理學的簡答題時，被老師發現有一個部分有錯，請幫子又看看是哪一個部分，並幫他糾正過來：
小愛今年5歲(A)，從小就認為只要是圓形的物品便是球，今天他看到晚餐湯裡的肉丸變興奮地喊球，媽媽便糾正他不是圓形的物品都是球，小愛的認知便產生了調適(B)，而小愛這個時期同時也處於不可逆性思考(C)，由此可知，小愛正處於具體運思期(D)。","1.D，前運思期,    2.C，可逆性思考,    3.B，同化,    4.A，2歲,    ",1,前運思期、同化、調適
3270201,楊耀緯,志孝為了在短短的時間教會子瑜韓文，便要求子瑜在還無法流暢念出子、母音的情況下，在一天內背上10個韓文單字，導致子瑜對韓文更加一頭霧水。請問，志孝沒有考慮到子瑜哪一部分的學習能力?,"1.進側發展區,    2.ZPD,    3.以上皆是,    4.以上皆非,    ",2,近側發展區
3270202,楊耀緯,爸爸為了讓定延學會溜直排輪，看過許多教學法後，希望能運用到鷹架構築的理論。請幫爸爸看看下列四個方法和者最為合適?,"1.放任定延自己摸索，並觀察別人的經驗，從中自己內化、學習。,    2.藉由影片與爸爸口頭敘述的方式讓定延自己記起直排輪的技巧。,    3.爸爸先拉著定延的手一起留直排輪並提醒他需要注意的事項，等定延逐漸穩定後再放手讓她獨立運動。,    4.跟定延約定如果他有辦法在一周內學會，並帶她出國作為獎勵，激起定延主動學習的動力。,    ",3,鷹架構築
3270203,楊耀緯,教科系每年都會舉辦畢業展覽，老師要求班上的學生在觀展時，在心中選出最好的小組並敘述值得效仿的原因(A)；同時，也要觀察其他組別，並提出可以再改進的方針(B)。請問，A與B各是社會學習理論的哪一個類別？,"1.Ａ：楷模學習；Ｂ：替代學習,    2.Ａ：楷模學習；Ｂ：楷模學習,    3.Ａ：替代學習；Ｂ：替代學習,    4.Ａ：替代學習；Ｂ：楷模學習,    ",1,替代學習、楷模學習
3270204,楊耀緯,"請根據以下四位同學的行為，並依序判斷他們各處於觀察行為的哪一個階段？
恩地：可以在任何場合自主地彈出卡農這首曲子。
寶拉：跟著老師一起完成現代舞的每個動作。
潤娥：在課堂上看到知名影星的精湛演技，立志成為出色的演員
頌樂：在唱夜后時，根據老師給予的回饋再加以修正。","1.動機、再生、注意、保留,    2.動機、保留、注意、再生,    3.再生、保留、動機、注意,    4.再生、注意、動機、保留,    ",0,有一個以上的答案
3270205,楊耀緯,安婷在看了少女時代的演出後，內心十分憧憬，決定成為一位表演藝人，經由不斷地努力順利成為娛樂公司的練習生(A)。並會把自己每一個練習的過程錄製下來，比照專業舞者的影片，在心中給予自己回饋(B)。最終順利成為韓國女團的其中一個成員順利出道。請問，在安婷成功的例子當中，A為楷模還是替代學習，且為觀察學習的哪一個階段？而Ｂ為哪一種學習理論？,"1.Ａ：楷模學習，動機；Ｂ：私自對話,    2.Ａ：楷模學習，注意；Ｂ：自我調整學習,    3.Ａ：替代學習，動機；Ｂ：私自對話,    4.Ａ：替代學習，注意；Ｂ：自我調整學習,    ",0,題意需要再更清楚些
3270301,楊耀緯,媽媽答應皓維，若是他能在期末考考進全校前十名，就能拿到一萬元零用錢，若是跌到50名以外，就要負責全家大掃除。請問，拿到零用錢與大掃除分別是行為主義的哪一種增強?,"1.正增強；負增強,    2.負增強；撤離型懲罰物,    3.正增強；呈現型懲罰物,    4.負增強；負增強,    ",3,正增強、負增強、撤離型懲罰、呈現型懲罰
3270302,楊耀緯,大部分的貓若是看到類似逗貓棒會搖曳的長條物體，就會不自覺伸出四肢去玩弄，這是一種(A)制約，是由(B)學家所提出的論點。請問，A與B分別要填入什麼最恰當,"1.操作，史肯納,    2.操作，巴夫洛夫,    3.古典，史肯納,    4.古典，巴夫洛夫,    ",1,古典制約、操作制約
3270303,楊耀緯,安婷為了能夠得到同儕與家人的讚揚，平時總是努力用功，積極表現自己，爭取班級模範生代表。根據行為主義理論，安婷為了得到讚揚是屬於(A)在增強物；以及(B)級增強物。請幫A、B填入正確的答案。,"1.外；次,    2.外；原,    3.內；次,    4.內；原,    ",1,外在增強物、次級增強物、內在增強物、原級增強物
3270304,楊耀緯,語文專班雖然在全高一是出名的團隊融洽與向心力高的班級，但在成績方面卻遲遲比不上數理專班。因此，學校為了提升語文專班的平均成績，決定若是在期末考校排無法達到前40%的同學，一律強迫退出班級，讓語專班的學生大為震驚。請問，期末考是屬於增強物機制的哪一類時距?而退出班級屬於哪一類懲罰?,"1.固定；呈現型,    2.固定；撤離型,    3.不定；撤離型,    4.不定；呈現型,    ",2,固定時距、不定時距、撤離型懲罰、呈現型懲罰
3270305,楊耀緯,在南韓女團生存節目「PRODUCE 101」中，不同班級的老師會抽考(A)練習生們的成果，最後在一次的總評鑑中(B)，將學生分成A-F六個班級，A班的學生能在最後大型表演時，站在舞台正中央，並配唱大部分的歌詞吸引觀眾注意與好感，而F班的同學只能站在舞台下方的邊緣角落，且不會有任何一句配唱歌詞(C)。請根據行為主義與以下選項，來配對出最正確的增強物定義。,"1.不定時距；固定時距；呈現型懲罰,    2.不定時距；固定時距；撤離型懲罰,    3.固定時距；不定時距；負增強,    4.固定時距；不定時距；次級增強物,    ",2,固定時距、不定時距、撤離型懲罰、呈現型懲罰
3270401,楊耀緯,每當子瑜回到台南，經過自己國中的母校時，腦海中總是會浮現與同學相處的點點滴滴。請問，子瑜記憶的模式是隸屬於以下哪一種呢?,"1.情節記憶,    2.語意記憶,    3.程序性記憶,    4.閃光燈記憶,    ",1,情節記憶、語意記憶、程序性記憶
